ppm HF Concentration mole,X (m),Y (m),Z (m)
3,141.98,65.99,39.3
3,141.98,65.99,39.15
3,141.98,65.99,39.47
3,141.78,65.99,39.47
3,141.78,65.99,39.3
3,141.78,65.99,39.14
3,141.97,65.99,38.69
3,141.97,65.99,38.85
3,141.98,65.99,39
3,141.77,65.99,38.85
3,141.77,65.99,39
3,141.77,65.99,38.69
3,142.16,65.99,38.69
3,142.17,65.99,38.85
3,142.17,65.99,39
3,141.99,65.99,39.63
3,142.17,65.99,39.63
3,142.17,65.99,39.47
3,142.17,65.99,39.3
3,142.17,65.99,39.15
3,142.3,65.99,38.69
3,142.3,65.99,38.85
3,142.3,65.99,39
3,142.29,65.99,38.53
3,142.31,65.99,39.63
3,142.31,65.99,39.47
3,142.31,65.99,39.31
3,142.32,65.99,39.22
3,142.31,65.99,39.15
3,141.97,65.99,38.53
3,142.16,65.99,38.53
5,141.91,66.04,34.56
3,141.78,65.99,39.63
3,141.95,65.79,39.3
3,141.95,65.79,39.15
3,141.95,65.79,39.47
3,141.57,65.99,39.63
3,141.37,66,39.47
3,141.74,65.79,39.47
3,141.57,65.99,39.47
3,141.38,66,39.3
3,141.74,65.8,39.3
3,141.58,65.99,39.3
3,141.38,66,39.14
3,141.74,65.8,39.15
3,141.58,65.99,39.14
3,141.95,65.79,38.69
3,141.95,65.79,38.85
3,141.95,65.79,39
3,141.38,65.99,38.69
3,141.56,65.99,38.69
3,141.37,65.99,38.85
3,141.73,65.79,38.85
3,141.57,65.99,38.85
3,141.37,66,39
3,141.74,65.79,39
3,141.57,65.99,39
3,141.76,65.99,38.53
3,141.73,65.79,38.69
3,141.56,65.99,38.53
3,141.38,65.99,38.53
3,141.15,65.99,38.37
3,142.15,65.79,38.69
3,142.15,65.79,38.85
3,142.15,65.79,39
3,141.99,65.99,39.78
3,141.95,65.79,39.63
3,142.18,65.99,39.78
3,142.15,65.79,39.63
3,142.15,65.79,39.47
3,142.15,65.79,39.3
3,142.15,65.79,39.15
5,142.35,66.02,34.87
5,141.85,66.04,34.48
5,142.34,66.03,34.58
3,142.4,65.99,38.69
3,142.28,65.79,38.69
3,142.51,65.99,38.69
3,142.4,65.99,38.85
3,142.28,65.79,38.85
3,142.4,65.99,39
3,142.29,65.79,39
3,142.52,65.99,38.85
3,142.52,65.99,39
3,142.74,65.99,38.69
3,142.74,65.99,38.85
3,142.74,65.99,39
3,142.39,65.99,38.53
3,142.51,65.99,38.54
3,142.29,65.99,38.35
3,142.28,65.79,38.54
3,142.74,65.99,38.54
3,142.31,65.99,39.78
3,142.41,65.99,39.63
3,142.29,65.79,39.63
3,142.41,65.99,39.47
3,142.29,65.79,39.47
3,142.52,65.99,39.63
3,142.52,65.99,39.47
3,142.41,65.99,39.32
3,142.29,65.79,39.31
3,142.3,65.79,39.22
3,142.41,65.99,39.22
3,142.29,65.79,39.15
3,142.41,65.99,39.15
3,142.53,65.99,39.32
3,142.52,65.99,39.15
3,142.53,65.99,39.22
3,142.75,65.99,39.63
3,142.75,65.99,39.47
3,142.75,65.99,39.3
3,142.75,65.99,39.15
3,141.64,65.99,37.67
3,142.06,65.99,37.99
3,142.06,65.99,38.3
3,141.95,65.79,38.54
3,142.14,65.79,38.54
5,141.57,66.02,34.8
5,141.87,66,35.09
5,141.48,66.04,34.48
5,141.9,65.97,34.61
5,141.83,65.97,34.54
4,141.85,65.83,34.51
3,141.37,65.99,39.63
3,141.78,65.99,39.78
3,141.74,65.79,39.63
3,141.58,65.99,39.78
3,141.18,66,39.63
3,141.17,66,39.47
3,141.18,66,39.3
3,141.18,66,39.14
3,140.97,66,39.62
3,140.97,66,39.47
3,140.98,66,39.3
3,140.97,66,39.14
3,141.16,65.99,38.53
3,141.16,65.99,38.69
3,141.16,66,38.85
3,141.17,66,39
3,140.95,65.99,38.53
3,140.96,66,38.69
3,140.96,66,38.85
3,140.97,66,39
3,141.15,65.99,38.22
3,140.95,65.99,38.37
3,140.86,66,38.37
3,140.76,66,38.37
3,141.93,65.63,39.31
3,141.93,65.63,39.15
3,141.93,65.63,39.47
3,141.71,65.64,39.47
3,141.52,65.79,39.63
3,141.31,65.81,39.47
3,141.52,65.8,39.47
3,141.71,65.64,39.31
3,141.71,65.64,39.15
3,141.31,65.82,39.3
3,141.53,65.81,39.3
3,141.31,65.82,39.15
3,141.53,65.81,39.15
3,141.93,65.63,38.69
3,141.93,65.63,38.85
3,141.93,65.63,39
3,141.25,65.99,38.53
3,141.26,65.99,38.68
3,141.32,65.79,38.69
3,141.52,65.79,38.69
3,141.71,65.63,38.85
3,141.71,65.64,39.01
3,141.26,65.99,38.82
3,141.31,65.8,38.85
3,141.52,65.79,38.85
3,141.31,65.81,39
3,141.52,65.8,39
3,141.65,65.99,37.98
3,141.66,65.99,38.3
3,141.73,65.79,38.53
3,141.71,65.63,38.69
3,141.52,65.79,38.53
3,141.37,65.99,38.22
3,141.37,65.99,38.38
3,141.32,65.79,38.53
3,141.24,65.99,38.22
3,141.05,65.99,38.37
3,141.25,65.99,38.37
3,141.09,65.79,38.38
3,141.26,65.99,37.67
4,141.04,66.01,34.98
3,141.64,65.99,37.36
4,141.02,66.04,34.48
4,141.39,65.36,34.59
3,142.16,65.62,38.69
3,142.16,65.62,38.85
3,142.16,65.62,39
3,141.99,65.99,39.94
3,141.93,65.63,39.63
3,141.95,65.79,39.79
3,142.17,65.99,39.94
3,142.15,65.79,39.79
3,142.16,65.62,39.63
3,142.16,65.62,39.47
3,142.16,65.62,39.31
3,142.16,65.62,39.15
5,142.29,65.97,34.61
5,142.24,65.98,34.53
5,142.67,66.01,35.09
5,142.32,65.88,34.49
5,142.33,65.89,34.93
5,142.41,66.03,34.49
6,143.22,66.03,34.57
6,143.47,66.03,34.52
6,143.89,66.03,34.57
6,144.14,66.02,34.54
3,142.72,65.99,37.68
3,142.27,65.65,38.69
3,142.38,65.79,38.69
3,142.61,65.99,38.54
3,142.61,65.99,38.69
3,142.5,65.79,38.69
3,142.27,65.65,38.85
3,142.38,65.79,38.85
3,142.27,65.65,39
3,142.39,65.79,39
3,142.62,65.99,38.85
3,142.5,65.79,38.85
3,142.62,65.99,39
3,142.51,65.79,39
3,142.73,65.79,38.69
3,142.94,65.99,38.69
3,142.73,65.79,38.85
3,142.94,65.99,38.85
3,142.73,65.79,39
3,142.94,65.99,39
3,142.46,65.99,37.99
3,142.47,65.99,38.3
3,142.38,65.79,38.54
3,142.5,65.79,38.54
3,142.28,65.79,38.36
3,142.27,65.65,38.54
3,142.73,65.99,37.99
3,142.73,65.99,38.3
3,142.73,65.79,38.54
3,142.94,65.99,38.54
3,143.16,65.99,38.54
3,143.16,65.99,38.69
