ppm HF Concentration mole,X (m),Y (m),Z (m)
4,42.47,123.45,40.52
3,43.13,123.5,40.7
10,41.89,123.85,41.35
5,42.13,125.23,40.52
14,38.14,133.45,41.16
13,39.79,131.45,40.83
12,38.46,137.1,41.87
9,42.33,124.06,41.47
3,43.17,124.79,40.81
13,41.6,124.36,42
11,41.75,125.54,41.35
9,41.54,129.33,40.65
6,43.42,127.61,40.56
4,43.58,126.28,40.51
13,38.16,133.34,42.15
15,39.78,131.38,41.83
11,38.47,136.92,42.85
13,40.07,135.1,41.46
12,41.71,133.1,41.08
10,40.38,138.74,42.2
2,36.86,138.51,44.22
9,42.45,125.43,41.49
2,43.99,125.5,42.53
3,43.88,125.49,40.76
10,38.17,133.22,43.72
9,38.48,136.73,44.07
13,39.77,131.33,43.57
14,41.69,125.86,42
14,41.46,129.37,41.65
9,43.21,127.9,41.49
8,43.22,126.78,41.3
9,43.39,131.01,40.78
5,45.14,128.64,40.6
3,34.95,137.12,48.46
4,36.56,135.2,48.46
13,40.08,134.95,42.45
14,41.7,133.01,42.07
9,40.39,138.54,43.18
13,41.99,136.77,41.78
11,43.61,134.75,41.37
8,42.31,140.38,42.55
2,36.87,138.77,45.89
2,38.97,139.97,44.36
6,38.47,136.81,45.96
6,38.17,133.29,45.96
10,39.77,131.37,45.96
3,43.93,125.49,47.66
3,43.98,125.5,45.28
6,43.41,126.21,43.08
6,43.29,126.2,41.45
11,40.08,134.82,43.87
8,40.39,138.3,44.23
13,41.69,132.92,43.69
15,41.39,129.41,43.47
11,43.04,127.68,43.4
10,42.83,126.93,41.92
12,43.33,131.03,41.78
7,45,128.99,41.56
8,45.26,132.67,41
4,46.9,130.42,40.72
3,36.87,138.73,48.46
5,38.47,136.81,48.46
6,38.17,133.29,48.46
8,39.77,131.37,48.46
3,43.87,125.48,49.82
2,43.85,125.23,50.78
12,41.99,136.6,42.77
13,43.6,134.64,42.36
8,42.31,140.15,43.53
5,44.82,141.97,42.91
12,43.91,138.41,42.12
11,45.52,136.43,41.69
2,38.76,140.36,45.88
2,40.64,141.06,44.49
6,40.39,138.42,45.96
7,40.08,134.9,45.96
11,41.69,132.98,45.96
13,41.38,129.46,45.96
10,42.98,127.7,45.96
5,43.34,126.19,48.13
7,43.39,126.22,45.71
2,44.85,126.32,42.85
11,42,136.43,44.03
8,42.31,139.75,44.36
13,43.6,134.52,43.83
13,43.29,131.03,43.55
7,44.9,129.13,43.43
2,44.64,127,43.23
11,45.23,132.66,42
5,46.85,130.62,41.73
9,47.14,134.37,41.25
3,48.75,132.3,40.87
3,38.78,140.33,48.46
5,40.39,138.42,48.46
7,40.08,134.9,48.46
4,39.77,131.37,50.96
9,41.69,132.98,48.46
9,41.38,129.46,48.46
8,42.98,127.68,48.46
4,43.27,126.16,50.43
3,43.26,125.9,51.47
6,44.82,141.72,43.88
12,43.91,138.23,43.1
13,45.52,136.28,42.68
11,47.58,139.93,42.46
3,40.7,141.94,48.46
2,40.71,141.92,45.92
6,42.3,140.03,48.46
6,42.31,140.03,45.93
8,42,136.5,45.96
11,43.6,134.59,45.96
12,43.29,131.07,45.96
8,44.9,129.15,45.96
2,44.63,126.99,45.96
2,44.84,126.25,48.2
2,44.84,126.33,45.68
7,44.64,141.14,44.53
11,43.91,138,44.19
12,45.52,136.12,43.98
12,45.21,132.62,43.66
5,46.82,130.72,43.53
11,47.14,134.3,42.25
4,48.74,132.32,41.87
7,50.79,135.97,41.5
2,37.33,144.01,52.21
3,44.64,126.9,48.6
2,44.85,126.16,50.42
5,40.08,134.9,50.96
3,40.54,140.18,52.21
7,42,136.5,48.46
5,41.69,132.98,50.96
5,41.38,129.46,50.96
9,43.6,134.59,48.46
9,43.29,131.07,48.46
6,44.9,129.15,48.46
4,42.99,127.69,50.91
11,47.58,139.72,43.43
7,51.42,143.27,43.23
7,43.91,138.11,48.46
3,44.33,143.36,47.25
8,43.91,138.11,45.96
9,45.52,136.2,48.46
11,45.52,136.2,45.96
11,45.21,132.67,45.96
6,46.82,130.76,45.96
11,47.16,138.8,44.22
12,47.14,134.21,43.77
5,48.75,132.32,43.6
9,50.8,135.86,42.49
8,54.52,138.22,41.96
3,53.92,131.78,40.78
2,55.24,146.78,44.04
2,42.56,148.04,52.16
3,44.41,143.47,52.13
2,44.65,126.84,50.88
2,46.44,127.61,48.49
3,43.76,136.35,52.21
4,43.29,131.07,50.96
9,45.21,132.67,48.46
5,46.82,130.76,48.46
3,44.9,129.15,50.96
2,48.2,146.78,47.55
8,51.42,142.96,44.18
8,54.73,140.65,42.61
9,47.12,134.28,48.46
8,47.64,139.69,47.11
11,47.12,134.28,45.96
5,48.73,132.36,48.46
7,48.73,132.36,45.96
9,50.84,135.28,43.78
9,54.52,138.03,42.94
3,53.98,131.88,41.77
5,57.83,135.39,41.37
2,52.09,152.33,53.91
2,48.6,150.78,53.3
2,51.74,151.35,51.29
4,55.25,146.26,44.94
7,58.45,142.71,43.08
3,48.21,146.79,52.17
2,47.6,139.76,52.08
7,51.46,142.75,47.18
9,54.73,140.41,43.58
8,50.81,135.8,47.1
9,54.47,137.29,43.82
3,54.02,131.81,43.53
6,57.84,135.28,42.36
6,61.59,137.6,41.95
2,61.02,131.36,40.93
2,55.87,153.79,54
2,59.18,152.71,53.4
2,55.85,151.44,51.66
3,62.24,146.13,43.87
2,52.04,149.22,52.24
5,55.25,145.86,47.59
7,58.46,142.39,44.03
7,61.78,140.03,42.49
2,51.39,142.86,52.13
7,54.64,138.99,46.93
5,57.77,134.7,43.7
7,61.58,137.41,42.93
2,61.05,131.32,41.92
4,64.93,134.79,41.57
2,59.21,152.13,54.13
2,62.77,153.36,54.17
2,63.15,151.39,51.83
2,62.79,149.97,48.06
2,66.02,148.71,45.48
3,69.22,145.36,43.69
2,55.77,150.52,52.45
2,59.15,151.41,51.41
3,59.06,148.62,47.9
4,62.27,145.65,44.78
5,65.5,142.01,42.96
4,68.66,136.9,42.08
2,55.25,145.99,52.21
6,58.46,142.09,47.17
7,61.78,139.8,43.46
6,61.52,136.67,43.82
3,57.85,135.21,47.07
2,60.99,131.19,43.61
4,64.91,134.65,42.56
2,68.13,130.81,41.19
2,70.21,149.83,48.02
2,73,148.13,45.28
2,76.29,144.55,43.5
2,76.26,149.66,47.92
2,63.04,150.28,52.59
2,66.14,151.28,50.88
3,66.11,148.19,47.84
4,69.3,144.98,44.63
4,72.55,141.31,42.88
2,75.71,136.25,42.18
2,59.06,148.86,52.23
5,62.3,145.25,47.51
6,65.5,141.75,43.92
5,68.85,139.32,42.51
5,68.65,136.74,43.06
2,71.97,134.14,41.75
4,61.67,138.39,46.88
3,64.81,134.1,43.81
2,68.11,130.73,42.19
3,73.17,147.69,47.71
3,76.35,144.29,44.46
3,79.61,140.63,42.81
2,82.75,135.61,42.2
2,80.21,147.21,47.71
2,83.42,143.57,44.34
4,69.34,144.65,47.44
5,72.56,141.1,43.86
4,75.92,138.64,42.49
3,75.7,136.1,43.17
5,65.5,141.48,47.11
6,68.85,139.12,43.49
4,68.58,136.03,43.92
3,71.95,134.01,42.74
2,64.9,134.58,47.08
2,68.07,130.56,43.74
3,76.38,144.04,47.37
3,79.61,140.46,43.8
2,82.95,137.98,42.54
2,82.74,135.48,43.19
2,83.43,143.41,47.33
2,86.66,139.82,43.76
4,72.56,140.88,47.08
4,75.91,138.48,43.47
3,75.63,135.4,44
2,79,133.4,42.8
3,68.72,137.77,46.91
3,71.85,133.45,43.92
2,75.16,130.12,42.3
3,79.59,140.28,47.06
3,82.94,137.84,43.53
2,82.67,134.79,44.01
3,75.78,137.16,46.92
2,78.94,132.83,43.95
2,71.94,133.95,47.11
2,75.12,129.92,43.79
2,82.81,136.53,46.94
2,78.99,133.34,47.1
39,25.8,80.69,42.36
39,25.56,80.49,42.36
37,26.01,79.3,42.73
41,26.28,81.09,42.05
42,26.08,81.33,41.74
40,26.08,81.33,42.05
41,26.14,81.99,41.9
40,25.84,81.13,42.05
39,25.6,80.93,42.36
39,25.66,81.59,42.52
39,25.36,80.73,42.36
40,25.56,80.49,42.05
40,25.32,80.29,42.36
38,26,79.31,42.39
38,25.8,79.3,42.72
61,26.32,81.53,40.44
43,26.28,81.09,41.74
42,25.84,81.13,41.74
40,26.04,80.89,42.05
42,26.48,80.85,42.05
40,25.8,80.69,42.05
39,26.17,79.32,42.4
39,26.24,80.65,42.36
38,26.06,81.11,42.52
39,25.6,80.93,42.68
39,25.36,80.73,42.68
38,25.8,80.69,42.68
39,26,80.45,42.36
39,25.56,80.49,42.68
39,25.76,80.25,42.36
39,25.96,80.01,42.36
37,26.17,79.31,42.67
39,25.92,79.65,42.36
38,25.95,79.47,42.69
38,26.01,79.3,43.26
38,26.33,79.31,42.73
46,26.32,81.53,41.43
50,26.32,81.53,41.11
48,26.52,81.29,41.43
45,26.72,81.06,41.74
42,26.54,81.51,41.9
42,26.72,81.06,42.05
39,26.54,81.51,42.52
39,26.48,80.85,42.36
43,26.92,80.82,42.05
40,26.68,80.61,42.36
46,26.14,81.99,41.27
45,26.08,81.33,41.43
45,25.84,81.13,41.43
49,25.84,81.13,41.11
40,25.66,81.59,41.9
41,25.6,80.93,41.74
40,25.6,80.93,42.05
40,25.36,80.73,42.05
41,25.36,80.73,41.74
39,25.18,81.19,42.52
40,25.12,80.53,42.36
41,24.88,80.33,42.36
40,25.32,80.29,42.68
40,25.12,80.53,42.68
41,24.88,80.33,42.68
39,25.72,79.8,42.68
40,25.52,80.05,42.68
41,25.08,80.09,42.68
39,25.72,79.8,42.36
41,25.51,79.65,42.67
40,26,79.31,42.07
53,26.07,80,41.35
40,25.76,80.25,42.05
40,25.52,80.05,42.36
42,25.08,80.09,42.36
46,25.8,80.69,41.43
41,25.56,80.49,41.74
41,25.32,80.29,42.05
52,25.95,79.9,41.35
61,26.25,79.51,41.32
50,25.96,79.5,41.53
57,26.14,81.99,40.44
60,25.84,81.13,40.44
39,25.94,79.48,42.37
40,25.69,79.44,42.69
38,25.8,79.3,42.39
39,25.79,79.29,43.23
39,25.73,79.27,42.73
65,26.31,79.32,41.35
55,25.84,81.13,40.64
52,26.14,81.99,40.64
56,26.32,81.53,40.64
61,26.08,81.33,40.44
61,26.56,81.73,40.44
64,26.76,81.5,40.44
64,26.52,81.29,40.44
47,26.28,81.09,41.43
49,26.08,81.33,41.11
51,26.04,80.89,41.11
57,26.19,80.1,41.19
52,26.52,81.29,41.11
42,25.8,80.69,41.74
50,26.07,80,41.5
49,25.95,79.9,41.5
47,26.92,80.82,41.74
45,26.48,80.85,41.74
43,26.04,80.89,41.74
45,25.94,79.49,41.74
52,26.18,79.32,41.74
55,26.18,79.52,41.51
61,26.31,79.32,41.5
43,26.68,80.61,42.05
41,26.24,80.65,42.05
40,26,80.45,42.05
41,25.96,80.01,42.05
41,25.92,79.65,42.05
44,26.17,79.32,42.07
40,26.44,80.41,42.36
39,26.2,80.21,42.36
40,26.17,79.51,42.38
42,26.34,79.31,42.39
38,26.48,80.85,42.68
38,26.24,80.65,42.68
38,26.06,81.11,43.15
38,26.68,80.61,42.68
38,26.44,80.41,42.68
38,26.94,81.04,43.15
38,26,80.45,42.68
39,25.76,80.25,42.68
38,25.58,80.71,43.15
38,26.16,79.49,42.64
38,25.96,80.01,42.68
40,26.16,79.78,42.36
38,26.2,80.21,42.68
38,25.92,79.64,42.68
38,25.95,79.44,43.19
39,26.37,79.48,42.7
37,26.32,79.3,43.24
41,26.56,79.3,42.72
53,26.32,81.53,40.86
46,26.56,81.73,41.43
50,26.56,81.73,41.11
48,26.76,81.5,41.43
50,26.72,81.06,41.43
52,26.76,81.5,41.11
46,26.96,81.26,41.74
42,26.96,81.26,42.05
43,27.16,81.02,42.05
47,27.16,81.02,41.74
47,26.04,80.89,41.43
52,26.09,80.22,41.35
54,26.19,80.1,41.35
55,26.17,79.88,41.35
62,26.35,79.51,41.35
45,27.12,80.58,42.05
39,26.94,81.04,42.52
42,26.88,80.38,42.36
50,26.14,81.99,40.86
52,25.84,81.13,40.86
45,25.66,81.59,41.27
44,25.6,80.93,41.43
48,25.6,80.93,41.11
44,25.36,80.73,41.43
40,25.18,81.19,41.9
41,25.12,80.53,42.05
42,25.12,80.53,41.74
41,24.7,80.79,42.52
42,24.88,80.33,42.05
43,24.64,80.13,42.36
40,25.1,80.31,43.15
43,24.84,79.89,42.68
42,24.64,80.13,42.68
40,25.52,79.86,43.14
41,25.28,79.85,42.68
40,25.72,79.79,42.05
41,25.51,79.65,42.36
42,25.41,79.54,42.68
41,25.94,79.48,42.06
39,25.8,79.3,42.06
45,24.6,79.69,42.68
44,24.4,79.93,42.68
46,24.4,79.93,42.36
58,26.18,79.32,41.51
64,26.23,79.32,41.32
46,26,79.31,41.74
52,26.01,79.31,41.53
42,25.78,79.3,41.77
44,24.84,79.89,42.36
58,26.27,79.76,41.35
60,26.26,79.63,41.31
59,26.17,79.88,41.19
54,26.05,79.78,41.35
49,25.93,79.69,41.51
51,25.66,81.59,40.64
54,25.6,80.93,40.64
55,26.09,80.22,41.19
56,26.07,80,41.19
58,26.09,80.22,41.04
48,26,80.45,41.43
48,25.97,80.12,41.5
51,25.97,80.12,41.35
47,25.85,80.02,41.5
47,25.83,79.8,41.5
50,25.85,80.02,41.35
42,25.28,79.85,42.36
42,25.76,80.25,41.74
40,25.52,80.05,42.05
43,24.88,80.33,41.74
42,25.08,80.09,42.05
51,25.8,80.69,41.11
47,25.36,80.73,41.11
45,25.56,80.49,41.43
42,25.32,80.29,41.74
59,26.07,80,41.04
55,25.95,79.9,41.19
51,25.83,79.8,41.35
46,25.71,79.7,41.5
52,26.03,79.51,41.5
59,26.17,79.51,41.35
65,26.25,79.48,41.18
44,25.73,79.45,41.69
49,25.86,79.48,41.5
56,25.66,81.59,40.44
64,26.04,80.89,40.44
60,25.6,80.93,40.44
40,25.69,79.44,42.37
40,25.67,79.43,43.15
42,25.6,79.38,42.69
39,25.73,79.27,42.39
42,25.73,79.16,42.72
40,25.73,79.27,43.26
60,26.19,80.1,41.04
67,26.39,79.31,41.32
68,26.31,79.31,41.21
56,26.08,81.33,40.64
58,26.04,80.89,40.64
56,26.56,81.73,40.64
58,26.76,81.5,40.64
58,26.52,81.29,40.64
64,26.28,81.09,40.44
62,27.02,81.92,40.44
67,26.96,81.26,40.44
70,27.16,81.02,40.44
67,26.72,81.06,40.44
50,26.48,80.85,41.43
52,26.28,81.09,41.11
53,26.08,81.33,40.86
55,26.04,80.89,40.86
54,26.24,80.65,41.11
55,26.21,80.32,41.19
58,26.21,80.32,41.04
57,26.31,80.2,41.19
59,26.29,79.98,41.19
60,26.31,80.2,41.04
52,26.92,80.82,41.43
55,26.72,81.06,41.11
56,26.52,81.29,40.86
65,26.35,79.49,41.21
63,26.45,79.49,41.32
44,26,80.45,41.74
49,26.09,80.22,41.5
51,26.19,80.1,41.5
52,26.17,79.88,41.5
45,25.96,80.01,41.74
51,26.05,79.78,41.5
53,26.15,79.68,41.5
45,25.91,79.65,41.74
54,26.27,79.76,41.5
50,27.12,80.58,41.74
48,26.68,80.61,41.74
45,26.24,80.65,41.74
50,26.17,79.51,41.73
55,26.33,79.31,41.75
58,26.34,79.51,41.5
63,26.44,79.31,41.51
47,27.32,80.34,42.05
45,26.88,80.38,42.05
43,26.44,80.41,42.05
42,26.2,80.21,42.05
43,26.16,79.78,42.05
44,26.17,79.51,42.06
48,26.34,79.31,42.07
43,27.08,80.14,42.36
42,26.64,80.17,42.36
41,26.4,79.97,42.36
42,26.4,79.65,42.36
42,26.38,79.49,42.37
47,26.56,79.3,42.39
38,27.34,80.56,43.15
39,26.88,80.38,42.68
39,26.64,80.17,42.68
38,26.46,80.63,43.15
40,27.08,80.14,42.68
40,26.84,79.94,42.68
39,26.4,79.97,42.68
38,26.16,79.78,42.68
39,26.39,79.63,42.69
38,25.93,79.61,43.16
38,25.98,80.23,43.15
40,26.6,79.75,42.68
37,26.35,79.44,43.17
42,26.67,79.45,42.7
37,26.56,79.3,43.26
43,26.67,79.26,42.72
53,26.56,81.73,40.86
56,26.76,81.5,40.86
49,27.02,81.92,41.27
50,26.96,81.26,41.43
54,26.96,81.26,41.11
52,27.16,81.02,41.43
57,27.16,81.02,41.11
45,27.42,81.44,41.9
45,27.36,80.78,42.05
49,27.36,80.78,41.74
47,27.56,80.54,42.05
51,27.56,80.54,41.74
49,26.24,80.65,41.43
50,26.21,80.32,41.5
52,26.21,80.32,41.35
51,26.31,80.2,41.5
54,26.31,80.2,41.35
56,26.29,79.98,41.35
58,26.39,79.86,41.35
60,26.37,79.66,41.34
41,27.34,80.56,42.52
49,25.66,81.59,40.86
51,25.6,80.93,40.86
44,25.18,81.19,41.27
44,25.12,80.53,41.43
42,24.7,80.79,41.9
43,24.22,80.39,42.52
44,24.64,80.13,42.05
44,25.04,79.65,42.68
43,24.62,79.91,43.15
42,25.37,79.59,43.13
48,24.8,79.45,42.68
48,24.6,79.69,42.36
48,24.4,79.93,42.05
43,25.72,79.8,41.74
42,25.51,79.65,42.05
43,25.41,79.54,42.36
45,25.26,79.41,42.68
41,25.69,79.44,42.06
44,25.66,79.44,41.77
39,25.73,79.27,42.06
54,24.16,79.73,42.05
47,23.74,79.98,42.52
59,24.56,79.25,42.68
54,24.14,79.51,42.52
55,26.07,79.32,41.5
62,26.17,79.32,41.35
68,26.23,79.31,41.17
44,25.84,79.3,41.69
51,25.93,79.31,41.5
42,25.73,79.28,41.76
47,25.75,79.3,41.5
45,25.04,79.65,42.36
46,24.64,80.13,41.74
45,24.84,79.89,42.05
61,26.27,79.76,41.19
51,26.02,79.63,41.5
57,26.15,79.68,41.35
63,26.26,79.6,41.17
62,26.17,79.88,41.04
58,26.05,79.78,41.19
53,25.93,79.69,41.35
44,25.68,79.55,41.66
47,25.8,79.62,41.5
64,26.09,80.22,40.62
50,25.18,81.19,40.64
58,25.8,80.69,40.64
54,25.36,80.73,40.64
47,25.63,79.43,41.51
60,26.09,80.22,40.88
54,26,80.45,41.11
54,25.97,80.12,41.19
57,25.97,80.12,41.04
53,25.85,80.02,41.19
57,25.85,80.02,41.04
47,25.76,80.25,41.43
46,25.73,79.92,41.5
49,25.73,79.92,41.35
42,25.28,79.85,42.05
42,25.52,80.05,41.74
45,25.61,79.82,41.5
48,25.61,79.82,41.35
46,24.88,80.33,41.43
44,25.08,80.09,41.74
55,25.8,80.69,40.86
51,25.36,80.73,40.86
47,25.12,80.53,41.11
49,25.56,80.49,41.11
44,25.32,80.29,41.43
62,26.07,80,40.88
59,25.95,79.9,41.04
54,25.83,79.8,41.19
46,25.59,79.61,41.5
49,25.71,79.7,41.35
71,26.24,79.4,40.93
62,26.15,79.49,41.22
56,26.02,79.5,41.35
68,26.25,79.44,41.04
47,25.72,79.45,41.5
53,25.87,79.48,41.35
67,26.24,80.65,40.44
69,26.21,80.32,40.44
69,26.09,80.22,40.43
54,25.18,81.19,40.44
63,25.8,80.69,40.44
59,25.36,80.73,40.44
42,25.6,79.38,42.37
47,25.6,79.19,42.69
41,25.6,79.38,43.19
42,25.73,79.16,42.39
55,25.73,79.04,42.72
41,25.73,79.1,43.26
62,26.09,80.22,40.77
61,26.39,79.86,41.19
62,26.29,79.98,41.04
62,26.19,80.1,40.88
62,26.48,79.61,41.31
63,26.37,79.65,41.19
72,26.28,79.4,40.9
67,26.19,80.1,40.6
70,26.34,79.44,41
70,26.31,80.2,40.43
70,26.19,80.1,40.43
67,26.45,79.31,41.35
70,26.38,79.31,41.18
73,26.31,79.29,41
58,26.28,81.09,40.64
61,26.24,80.65,40.64
64,26.21,80.32,40.64
66,26.31,80.2,40.62
57,27.02,81.92,40.64
61,26.96,81.26,40.64
64,27.16,81.02,40.64
61,26.72,81.06,40.64
67,26.48,80.85,40.44
70,26.44,80.41,40.44
68,27.42,81.44,40.44
73,27.36,80.78,40.44
70,26.92,80.82,40.44
52,26.68,80.61,41.43
55,26.48,80.85,41.11
56,26.28,81.09,40.86
58,26.24,80.65,40.86
62,26.21,80.32,40.78
61,26.21,80.32,40.88
62,26.31,80.2,40.88
58,26.44,80.41,41.11
59,26.41,80.08,41.19
62,26.41,80.08,41.04
61,26.51,79.96,41.19
55,27.12,80.58,41.43
57,26.92,80.82,41.11
58,26.72,81.06,40.86
66,26.44,79.48,41.18
63,26.53,79.48,41.36
53,26.29,79.98,41.5
46,26.2,80.21,41.74
55,26.39,79.86,41.5
48,26.16,79.78,41.74
57,26.38,79.66,41.51
52,27.32,80.34,41.74
50,26.88,80.38,41.74
47,26.44,80.41,41.74
54,26.38,79.5,41.75
60,26.46,79.31,41.69
60,26.51,79.49,41.51
65,26.56,79.3,41.5
49,27.52,80.1,42.05
48,27.08,80.14,42.05
45,26.64,80.17,42.05
45,26.4,79.97,42.05
47,26.4,79.65,42.05
48,26.39,79.5,42.06
53,26.56,79.3,42.06
45,27.28,79.9,42.36
44,26.84,79.94,42.36
43,26.6,79.75,42.36
46,26.67,79.45,42.37
49,26.67,79.26,42.38
42,27.28,79.9,42.68
43,27.48,79.66,42.68
38,26.86,80.16,43.15
42,27.04,79.7,42.68
42,26.79,79.59,42.68
37,26.38,79.8,43.15
37,26.67,79.44,43.18
43,26.8,79.37,42.69
37,26.67,79.16,43.26
44,26.67,79.18,42.72
54,27.02,81.92,40.86
58,26.96,81.26,40.86
61,27.16,81.02,40.86
53,27.42,81.44,41.27
54,27.36,80.78,41.43
59,27.36,80.78,41.11
56,27.56,80.54,41.43
47,27.82,80.96,41.9
48,27.76,80.3,42.05
53,27.76,80.3,41.74
50,27.96,80.06,42.05
52,26.44,80.41,41.43
53,26.41,80.08,41.5
56,26.41,80.08,41.35
55,26.51,79.96,41.5
58,26.51,79.96,41.35
60,26.49,79.74,41.35
43,27.74,80.08,42.52
44,28.09,78.94,42.68
60,24.16,79.73,41.74
61,24.36,79.49,42.05
68,24.56,79.25,42.36
74,24.77,79.01,42.68
48,25.18,81.19,40.86
46,24.7,80.79,41.27
46,24.22,80.39,41.9
51,24.4,79.93,41.74
44,25.04,79.43,43.15
55,25,79.21,42.68
52,24.8,79.45,42.36
51,24.6,79.69,42.05
44,25.51,79.65,41.74
44,25.41,79.54,42.05
48,25.26,79.41,42.36
53,25.42,79.16,42.68
43,25.6,79.38,42.05
45,25.6,79.4,41.76
48,25.6,79.41,41.5
44,25.73,79.16,42.06
91,23.26,79.68,40.44
64,23.92,79.53,42.05
71,23.26,79.58,41.9
60,24.55,79.03,43.15
79,24.12,79.29,42.05
53,23.74,79.98,41.9
75,23.92,79.53,41.74
68,24.16,79.73,41.43
79,24.33,79.05,42.68
96,24.33,79.05,42.36
100,24.53,78.81,42.68
131,22.78,79.35,40.43
124,23.44,79.27,40.43
70,26.07,80,40.42
72,26.18,79.91,40.42
74,26.27,79.28,40.89
73,26.24,79.29,40.92
65,26.16,79.31,41.21
59,26.06,79.31,41.35
71,26.24,79.3,41.04
48,25.82,79.3,41.5
56,25.94,79.31,41.34
43,25.73,79.24,41.69
47,25.73,79.29,41.5
52,25.75,79.3,41.34
47,25.04,79.65,42.05
49,24.64,80.13,41.43
48,24.84,79.89,41.74
69,26.25,79.5,40.92
71,26.25,79.49,40.84
64,26.27,79.76,41.04
60,26.15,79.67,41.19
55,26.02,79.63,41.35
66,26.25,79.57,41.02
65,26.17,79.88,40.88
61,26.05,79.78,41.04
57,25.93,79.68,41.19
46,25.67,79.55,41.5
51,25.81,79.61,41.35
67,26.07,80,40.58
69,26.18,79.92,40.56
61,26,80.45,40.64
65,25.97,80.12,40.61
51,24.7,80.79,40.64
57,25.56,80.49,40.64
53,25.12,80.53,40.64
65,25.85,80.02,40.6
48,25.51,79.55,41.51
51,25.62,79.43,41.35
58,26,80.45,40.86
60,25.97,80.12,40.88
62,25.97,80.12,40.76
60,25.85,80.02,40.88
52,25.76,80.25,41.11
52,25.73,79.92,41.19
56,25.73,79.92,41.04
46,25.52,80.05,41.43
44,25.28,79.85,41.74
46,25.49,79.72,41.5
48,25.37,79.62,41.5
51,25.61,79.82,41.19
48,25.49,79.72,41.35
49,24.88,80.33,41.11
46,25.08,80.09,41.43
54,25.56,80.49,40.86
50,25.12,80.53,40.86
49,25.32,80.29,41.11
65,26.07,80,40.74
62,25.86,80.02,40.75
62,25.95,79.9,40.88
58,25.83,79.8,41.04
53,25.71,79.7,41.19
49,25.59,79.61,41.35
55,25.61,79.82,41.04
51,25.37,79.62,41.35
50,25.45,79.49,41.5
75,26.24,79.37,40.66
71,26.19,79.39,40.9
73,26.29,79.38,40.83
61,26.04,79.48,41.19
68,26.14,79.43,41.01
51,25.72,79.45,41.35
57,25.87,79.47,41.19
69,23.74,80.03,40.44
70,24.16,79.77,40.44
66,26,80.45,40.44
69,25.97,80.12,40.43
53,24.7,80.79,40.44
62,25.56,80.49,40.44
57,25.12,80.53,40.44
69,25.85,80.02,40.43
48,25.6,79.19,42.37
63,25.6,78.97,42.69
46,25.6,79.08,43.19
63,25.73,79.04,42.39
43,25.77,78.95,43.27
59,25.73,78.97,42.72
62,26.6,79.63,41.35
63,26.49,79.74,41.19
65,26.19,80.09,40.75
64,26.39,79.86,41.04
64,26.29,79.98,40.88
70,26.31,79.54,40.84
72,26.3,79.46,40.83
65,26.47,79.59,41.17
66,26.37,79.65,41.03
68,26.36,79.52,40.99
69,26.31,79.54,40.92
70,26.29,79.47,40.9
75,26.29,79.37,40.68
72,26.34,79.41,40.91
73,26.37,79.39,40.84
69,26.29,79.98,40.58
69,26.44,79.45,41.03
64,26.31,80.2,40.77
63,26.51,79.96,41.04
62,26.61,79.84,41.19
72,26.41,80.08,40.43
72,26.29,79.98,40.42
68,26.56,79.3,41.35
71,26.46,79.3,41.19
73,26.4,79.3,41.03
74,26.32,79.29,40.91
76,26.34,79.28,40.83
78,26.29,79.27,40.56
61,26.48,80.85,40.64
65,26.44,80.41,40.64
68,26.41,80.08,40.6
61,27.42,81.44,40.64
66,27.36,80.78,40.64
64,26.92,80.82,40.64
70,26.68,80.61,40.44
72,26.64,80.17,40.43
74,27.82,80.96,40.44
76,27.56,80.54,40.44
73,27.12,80.58,40.44
55,26.88,80.38,41.43
58,26.68,80.61,41.11
58,26.48,80.85,40.86
62,26.44,80.41,40.86
64,26.41,80.08,40.88
61,26.64,80.17,41.11
64,26.73,79.94,41.04
61,27.56,80.54,41.11
57,27.32,80.34,41.43
60,27.12,80.58,41.11
61,26.92,80.82,40.86
67,26.54,79.47,41.19
64,26.66,79.45,41.35
69,26.64,79.3,41.35
55,27.96,80.06,41.74
50,26.4,79.97,41.74
57,26.49,79.74,41.5
52,26.4,79.66,41.75
59,26.59,79.64,41.51
54,27.52,80.1,41.74
53,27.08,80.14,41.74
50,26.64,80.17,41.74
57,26.54,79.48,41.69
60,26.57,79.3,41.75
