ppm HF Concentration mole,X (m),Y (m),Z (m)
2,78.75,108.57,50.44
9,78.16,82.06,46.13
9,78.18,82.07,46.15
10,80.95,81.53,46.05
10,80.97,81.53,46.09
10,81.04,81.38,46.05
10,81.03,81.37,46.03
10,81.01,81.4,46.04
10,80.93,81.63,46.07
10,80.95,81.59,46.08
10,80.91,81.59,46.06
10,80.9,81.49,46.03
10,80.96,81.52,46.16
10,80.94,81.51,46.24
10,80.94,81.63,46.08
9,78.22,82.21,46.13
9,78.21,82.13,46.15
9,78.18,82.15,46.13
9,78.12,82.1,46.13
9,78.13,82.07,46.18
9,78.18,82.07,46.24
9,78.16,82.06,46.3
9,78.16,82.03,46.13
9,78.18,82.02,46.15
10,80.97,81.44,46.23
10,80.98,81.45,46.17
10,81.02,81.41,46.08
10,81.05,81.35,46.03
10,81.03,81.38,46.09
10,81.06,81.37,46.05
10,81.07,81.31,46.03
10,81,81.46,46.09
10,80.96,81.44,46.03
10,80.92,81.52,46.1
10,81,81.35,46.07
10,81,81.35,46.02
10,80.98,81.38,46.07
10,80.97,81.37,46.02
10,80.98,81.33,46
10,80.78,81.5,45.99
10,80.83,81.44,45.99
10,80.93,81.62,46.16
10,80.89,81.62,46.11
10,80.86,81.65,46.06
10,80.93,81.58,46.16
10,80.88,81.58,46.1
10,80.84,81.54,46.03
10,80.92,81.57,46.24
10,80.9,81.52,46.2
10,80.92,81.61,46.24
10,80.9,81.6,46.26
10,80.89,81.57,46.26
10,80.88,81.47,46.08
10,80.91,81.52,46.15
10,80.94,81.42,46.23
10,80.93,81.52,46.25
10,80.96,81.48,46.24
9,80.92,81.38,46.22
10,80.98,81.74,46.14
10,80.96,81.75,46.09
10,80.95,81.67,46.14
10,80.92,81.7,46.08
9,80.64,81.68,46.02
10,80.94,81.67,46.25
10,80.91,81.69,46.28
10,80.95,81.74,46.3
9,78.69,82.26,46.13
9,78.67,82.24,46.15
9,78.66,82.28,46.13
9,78.65,82.26,46.15
9,78.69,82.19,46.16
9,78.72,82.21,46.12
9,78.65,82.68,46.14
9,78.43,82.7,46.14
9,78.32,82.64,46.15
9,78.24,82.21,46.15
9,78.15,82.32,46.14
9,78.19,82.26,46.13
9,78.24,82.21,46.24
9,78.2,82.22,46.18
9,78.22,82.2,46.31
9,78.54,82.62,46.14
