ppm HF Concentration mole,X (m),Y (m),Z (m)
2,142.58,105.52,61.73
2,142.06,105.12,61.73
2,141.97,104.23,61.73
2,143.08,105.92,61.73
2,143,105.04,61.73
2,142.5,104.64,61.73
2,142.42,103.76,61.73
2,148.87,115.9,50.08
2,147.95,115.95,49.04
2,148.54,115.91,48.98
2,149.07,115.65,48.92
2,147.82,115.84,48.19
2,148.54,115.53,48.2
2,149.07,114,51.37
2,149.07,114.96,50.06
2,148.38,115.74,49.04
2,148.88,115.47,49.03
2,149.07,114.93,48.94
2,148.4,115.4,48.38
2,148.9,114.91,48.21
2,149.07,113.99,50.83
2,148.83,113.04,51.53
2,149.07,113.13,51.38
2,148.88,113.92,51.19
2,149.07,112.56,51.37
2,149.01,112.57,51.53
2,148.88,114.82,50.03
2,149.07,113.98,50.05
2,147.88,113.12,51.53
2,149.79,90.44,34.88
2,148.62,114.75,50.02
2,148.27,115.33,49.09
2,148.88,114.8,49.05
2,149.07,113.99,48.95
2,148.73,114.8,48.4
2,147.4,113.57,48.21
2,148.4,113.98,48.21
2,146.89,113.16,48.21
2,148.77,112.14,51.53
2,149.07,112.14,51.37
2,148.35,112.62,51.53
2,149.07,112.95,50.83
2,148.88,113.91,50.72
2,148.66,113,51.33
2,148.88,113.09,51.2
2,148.82,112.54,51.33
2,148.88,112.53,51.2
2,149.07,112.94,50.06
2,148.88,113.91,50.03
2,148.26,111.72,51.53
2,147.8,112.21,51.53
2,148.72,111.24,51.53
2,148.95,110.74,51.53
2,148.98,111.66,51.53
2,149.07,111.22,51.37
2,149.07,111.64,51.37
2,149.07,110.7,51.37
2,148.59,113.87,50.65
2,147.34,112.7,51.53
2,140.62,98.14,61.73
2,140.93,98.55,61.73
2,149.27,90.44,34.87
3,148.85,90.33,34.59
2,147.01,86.43,38.98
2,146.98,86.15,38.99
2,146.98,86.58,38.97
2,149.07,104.95,51.37
2,148.92,104.97,51.53
2,148.59,113.87,50.02
2,148.31,114.34,50.02
2,148.62,114.74,49.12
2,149.07,112.89,48.9
2,148.88,113.92,49.06
2,147.36,113.55,48.41
2,148.27,113.93,48.4
2,146.87,113.14,48.41
2,147.86,113.09,48.21
2,148.84,112.91,48.21
2,147.32,112.68,48.21
2,148.61,112.11,51.33
2,148.88,112.12,51.2
2,149.07,112.14,50.44
2,148.23,112.59,51.33
2,148.55,112.97,51.08
2,148.7,112.52,51.08
2,148.88,112.91,50.72
2,148.88,112.9,50.03
2,147.24,111.36,51.53
2,148.14,111.71,51.33
2,147.72,112.19,51.33
3,148.13,110.4,51.53
2,148.55,111.23,51.33
2,148.76,110.73,51.33
2,148.79,111.64,51.33
2,148.88,111.21,51.2
2,148.88,111.62,51.2
2,149.07,111.1,50.44
2,148.88,110.69,51.19
2,149.07,109.44,51.37
2,148.74,109.47,51.53
2,149.07,107.66,51.37
2,149.07,106.06,51.37
2,148.66,107.7,51.53
2,148.57,105.88,51.53
2,148.25,113.46,50.65
2,147.82,113.94,50.02
2,148.25,113.46,50.02
2,147.82,113.94,50.65
2,146.35,112.34,51.53
2,147.3,112.67,51.33
2,144.61,112.66,51.54
2,148.12,86.6,44.63
3,147.69,87.02,44.64
2,147.91,86.85,44.64
5,147.53,86.88,44.64
5,147.66,86.62,44.64
