"ppm_HF_Concentration mole","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
812868.63238278159,13946.032160350471,77.29256957238718,66.237653532613024,25.036580900575792
10956.428188365973,3143.738056046278,77.290262668090392,66.237657545360122,25.030525707502274
976632.27378048806,9336.4462375171588,77.292095549513903,66.2380161517315,25.037460864455483
883417.27652932599,319.13003424580694,77.288616744653027,66.237771914660215,25.03989126151917
988235.61646611965,609.42753143161326,77.29072496459888,66.237748541466217,25.038951773228192
670523.63724639628,9657.1858708180189,77.292804337959765,66.237781201545289,25.034421576269278
774606.54481549852,11416.212726180187,77.292517855165229,66.236560350105975,25.036309308737302
962166.29519042291,20977.940384752426,77.292600331684667,66.236614570989801,25.036847677226458
6653.5580168855004,1503.1027182623216,77.291500256176107,66.237833108333618,25.031740710544501
160790.3134990767,1257.5499349398551,77.290136247705135,66.236565694296075,25.030616600980224
351362.80279992789,3178.8045190911648,77.292544508498565,66.237657545779356,25.032899208665025
3389.8137650049057,1640.0007195850174,77.29038926403382,66.236597884676556,25.030407890984101
22725.782117560124,12441.405540075057,77.288676421947315,66.237782259529553,25.030099387155065
998900.77735769621,204.46619054490202,77.288635160936167,66.237293594784902,25.034547401456621
965412.36560988694,3676.0810336892987,77.291162315102795,66.237328039141303,25.034546693483517
999977.42886772589,242.6726589220122,77.288635160936167,66.237293594784902,25.036988807706621
986934.80197088607,1182.9554860811575,77.291044128250164,66.237305244538248,25.036890468586961
905399.25062715332,286.11750893849484,77.288571196224481,66.237248096010134,25.039036347985164
833723.9562218677,1004.2563228878037,77.288626344350504,66.236618304856336,25.040097817388833
982854.31332994136,570.70080654586093,77.290508548708885,66.237186234600458,25.038628051329376
921946.87852695608,227.29952088312697,77.290949988583819,66.236614148196026,25.038941047799145
825158.57234371221,5679.6142983752688,77.29261018783582,66.236814694150866,25.034576035622994
668757.01475672214,14395.375770807443,77.293034933198371,66.236623143600966,25.034471009636487
837635.64960854163,6445.6635862598832,77.292487493628656,66.23455451664833,25.036506462441956
859145.21186693537,14234.272287621692,77.292744544472299,66.23541832539604,25.036896120909784
370088.41304877884,559.15339619843996,77.288476096099217,66.23710575670809,25.030463475006897
815014.31905363617,179.40505034161194,77.290860654598148,66.237219207906875,25.032293156688965
5267.2702014113956,1951.7895676361934,77.291748158970137,66.236650118629868,25.03150758683984
4884.4167844813901,1325.3934096399664,77.290236619400289,66.234507102064569,25.030590371596787
115973.35267516895,4418.634773240803,77.292647229086569,66.23658446776507,25.032624397949167
640195.3871883864,3340.8941064527685,77.292475814018985,66.236565694476127,25.033033591807563
387925.70446711668,18.895265187074102,77.286326387204795,66.237235140392698,25.038943120028247
175839.33554960979,1427.4385514381199,77.284336556659085,66.237762692757329,25.038724178675412
25717.050840973901,152.35651666407506,77.286116846899461,66.236616141117736,25.039891257011966
928473.34383877728,162.69011075015999,77.286181767479093,66.237298324924097,25.036984713891169
928503.55911214813,165.46140334392402,77.288663281397675,66.237315324162864,25.032056536886429
538937.44653833855,484.2031253682851,77.286610982235558,66.237201862714684,25.030563313553941
998865.49081754452,103.72133061902842,77.286181894367573,66.237298178562042,25.034551118111093
1000000,1546.8226325234514,77.283358020412564,66.237770778719891,25.037133784234733
3900.7239863106088,964.11664597913409,77.290508353436621,66.235404205204176,25.030265015387439
33109.979718268907,5705.6534762864585,77.288646870196288,66.236623142949497,25.029825327151176
107558.75210779156,6791.1554652583654,77.286289700761529,66.237776919777446,25.030334849567659
1000000,262.3464242294362,77.28294250734892,66.237771672565614,25.0344441327906
980756.44463628507,605.94366618768618,77.28863516095771,66.234617090490246,25.034547401456621
839356.88002319797,1282.3429216876523,77.29107656720771,66.234617090490246,25.034547401456621
817643.00297516654,814.11460744465342,77.28863516095771,66.234617090490246,25.036988807706621
850796.49011516175,969.90101576145901,77.291004296386092,66.234603413401814,25.036914281753344
636908.57118842111,304.87699181086157,77.288581114984055,66.234587698265827,25.039153819442131
824189.97403462045,1015.2034517914327,77.28872636242032,66.235424010754244,25.040354331240636
788519.70357842476,549.76447673549205,77.290599009233588,66.234574326274966,25.038680322526641
948072.87361939379,1098.19447078298,77.290884189958106,66.23540803024575,25.039229235878192
878589.50179204601,6931.4982720752223,77.29266539495336,66.234554364966002,25.03457322193022
692932.43157874688,16674.213360727274,77.293258291322289,66.235424761096908,25.034470954917275
728048.41373811453,3125.9575144380165,77.292584775083071,66.232125608389552,25.036539300373036
125686.12932954312,8788.862087042342,77.292892960089148,66.234210611173594,25.036937265493599
596554.96874888346,715.81786987311739,77.288566646573415,66.234562637755246,25.030353288373583
246761.22285953673,1715.5490229606121,77.290969443502362,66.2345979877974,25.03222220847309
6222.3527255813669,2117.0674383455516,77.291784652281436,66.235450219982567,25.031255052205573
5938.5994029506255,2057.2543492673212,77.290316101955298,66.232089707926733,25.030495187902925
4415.474497045906,1176.7666034352358,77.290852951614909,66.234171153355121,25.030273693000673
88143.807476691727,4885.7213356523998,77.29284345077572,66.235408189399791,25.032576444738027
189415.19426254337,5720.4047556095074,77.292530806716115,66.234456679364982,25.03286442515606
185537.81812436,957.59028756599741,77.284579409116773,66.237144679493156,25.038541181532032
510402.49059849075,683.56041534687506,77.286292720359725,66.234578163399107,25.039074852552485
147911.2618123393,689.51372662608526,77.284223937748024,66.236608854059412,25.03896617554437
53443.632376211754,839.38417796832471,77.286142761909787,66.235423612688223,25.040147127607014
881512.10846961848,157.89925787309775,77.284126189423063,66.237231491042579,25.036880871566229
749908.75318965747,490.99572951047566,77.28619375470771,66.234617090490246,25.036988807706621
909355.35612575093,620.44465631011644,77.28863516095771,66.234617090490246,25.032105995206621
907138.77105239709,217.54837803284713,77.286199923428441,66.237281700297558,25.032102657062858
489771.65835140453,610.41327715272701,77.286576855673729,66.234566606165544,25.030415859065972
954374.0298397349,238.05515232356368,77.28619375470771,66.234617090490246,25.034547401456621
999468.78351234202,97.544124522618347,77.283968341673202,66.237249382024856,25.034565566104536
856351.42795747903,1032.8120574439067,77.283162144507216,66.236615975830986,25.037241578252434
23868.818826420626,2603.1943513415781,77.288646869837422,66.2354247604233,25.029549926782998
132544.10710684999,2757.7485440510432,77.286248131429289,66.2366206589477,25.030136098900805
1000000,249.84096035852008,77.283933632318508,66.237764412314007,25.032188743478827
1000000,300.63859370709559,77.282718131198124,66.236612791001946,25.034475151310449
953906.45028592518,1082.96981045608,77.28863516095771,66.232175684240246,25.034547401456621
816857.16495015158,7511.4700870318284,77.29107656720771,66.232175684240246,25.034547401456621
641297.18029387668,735.7244452312857,77.28863516095771,66.232175684240246,25.036988807706621
799703.10205568746,1072.2418197250399,77.291040131088707,66.232164541656815,25.036948178578587
