"ppm_HF_Concentration mole","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
706493.95370736625,98.571971764316558,77.29256957238718,66.237653532613024,25.036580900575792
747373.23136056983,87.765616769546398,77.290262668090392,66.237657545360122,25.030525707502274
791297.07064937439,119.13652607275692,77.292095549513903,66.2380161517315,25.037460864455483
815716.14359400561,119.34659689720556,77.288616744653027,66.237771914660215,25.03989126151917
782084.23861009208,121.33969220355401,77.29072496459888,66.237748541466217,25.038951773228192
744888.56218525395,85.596235429564274,77.292804337959765,66.237781201545289,25.034421576269278
773016.99341686,115.28718763571773,77.292517855165229,66.236560350105975,25.036309308737302
640370.48430851731,92.431108240852126,77.292600331684667,66.236614570989801,25.036847677226458
849284.94865041564,98.497621279921844,77.291500256176107,66.237833108333618,25.031740710544501
794300.50867445243,111.05032245450273,77.290136247705135,66.236565694296075,25.030616600980224
697920.87399972335,83.066732183889513,77.292544508498565,66.237657545779356,25.032899208665025
795829.18882451882,116.38334635131751,77.2861431068158,66.237773823527633,25.039654155615722
681913.51197723229,82.983658786752656,77.29038926403382,66.236597884676556,25.030407890984101
833398.64127327036,103.81718518950896,77.288676421947315,66.237782259529553,25.030099387155065
980791.31862209272,162.21911049663842,77.288635160936167,66.237293594784902,25.034547401456621
973676.80924796418,163.3299257966307,77.291162315102795,66.237328039141303,25.034546693483517
977873.07961139153,161.69302778276489,77.288635160936167,66.237293594784902,25.036988807706621
962334.44915971102,160.48158234706881,77.291044128250164,66.237305244538248,25.036890468586961
951516.01818913524,158.19121805525191,77.288571196224481,66.237248096010134,25.039036347985164
702154.85392264975,103.46718561015889,77.288626344350504,66.236618304856336,25.040097817388833
911674.5883388957,153.2096209510164,77.290508548708885,66.237186234600458,25.038628051329376
697596.23821828852,105.66905031813329,77.290949988583819,66.236614148196026,25.038941047799145
843273.28855528834,121.08417391968121,77.29261018783582,66.236814694150866,25.034576035622994
672388.00938636251,83.998246292591134,77.293034933198371,66.236623143600966,25.034471009636487
678382.75521718571,100.37611666610481,77.292487493628656,66.23455451664833,25.036506462441956
583133.03213463747,87.460244178221402,77.292744544472299,66.23541832539604,25.036896120909784
928451.68527793628,150.54088997046802,77.288476096099217,66.23710575670809,25.030463475006897
963981.37916297198,155.84217115035048,77.290860654598148,66.237219207906875,25.032293156688965
688680.44167054363,87.492371919704098,77.291748158970137,66.236650118629868,25.03150758683984
696044.1947755086,93.913216619833861,77.290236619400289,66.234507102064569,25.030590371596787
625888.97367073921,79.021393849812611,77.292647229086569,66.23658446776507,25.032624397949167
739104.99656329909,104.97357952901957,77.292475814018985,66.236565694476127,25.033033591807563
945379.90657603985,159.84512285541467,77.286326387204795,66.237235140392698,25.038943120028247
818627.68004574126,111.31913494620008,77.284336556659085,66.237762692757329,25.038724178675412
665890.91387859837,97.42840408195498,77.286116846899461,66.236616141117736,25.039891257011966
976390.85565933911,161.76753125800025,77.286181767479093,66.237298324924097,25.036984713891169
977065.7437799141,162.90691720482849,77.288663281397675,66.237315324162864,25.032056536886429
918009.66565566487,152.69353681383905,77.286610982235558,66.237201862714684,25.030563313553941
980148.14960800949,162.08160050297906,77.286181894367573,66.237298178562042,25.034551118111093
795605.11949302733,114.20244398587047,77.283358020412564,66.237770778719891,25.037133784234733
617944.28966015007,79.677328232972698,77.290508353436621,66.235404205204176,25.030265015387439
705799.92523278878,87.955068179191301,77.288646870196288,66.236623142949497,25.029825327151176
814086.61566922185,114.80392151438602,77.286289700761529,66.237776919777446,25.030334849567659
820100.26114821283,113.58396524046461,77.28294250734892,66.237771672565614,25.0344441327906
911536.8951109706,141.31329691911998,77.28863516095771,66.234617090490246,25.034547401456621
872097.33695722686,129.97707558013997,77.29107656720771,66.234617090490246,25.034547401456621
