"ppm_HF_Concentration mole","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
708067.67377819004,126.02084220163371,77.29256957238718,66.237653532613024,25.036580900575792
760827.75580842432,113.77708865187842,77.290262668090392,66.237657545360122,25.030525707502274
788903.85574748495,145.85319963454114,77.292095549513903,66.2380161517315,25.037460864455483
815588.15105686442,148.63886798422809,77.288616744653027,66.237771914660215,25.03989126151917
773903.82477298204,147.17746507430269,77.29072496459888,66.237748541466217,25.038951773228192
753659.50049230631,112.53732079053508,77.292804337959765,66.237781201545289,25.034421576269278
776411.2021625184,145.40923874974428,77.292517855165229,66.236560350105975,25.036309308737302
637012.45203207666,119.27756755083931,77.292600331684667,66.236614570989801,25.036847677226458
856599.6755469538,125.54522636830636,77.291500256176107,66.237833108333618,25.031740710544501
805672.15723499772,140.31738277180048,77.290136247705135,66.236565694296075,25.030616600980224
702907.36643064686,108.56714507732831,77.292544508498565,66.237657545779356,25.032899208665025
808205.01732009312,145.38248655466055,77.2861431068158,66.237773823527633,25.039654155615722
691538.53169181128,107.96370644356182,77.29038926403382,66.236597884676556,25.030407890984101
847496.17668953387,132.40229204534469,77.288676421947315,66.237782259529553,25.030099387155065
981842.88294939743,193.25143818777909,77.288635160936167,66.237293594784902,25.034547401456621
974495.62106879021,194.27833575788745,77.291162315102795,66.237328039141303,25.034546693483517
979051.3824065529,192.65116463168749,77.288635160936167,66.237293594784902,25.036988807706621
963404.79056416312,191.22037777047754,77.291044128250164,66.237305244538248,25.036890468586961
953957.38927423337,188.21216281848893,77.288571196224481,66.237248096010134,25.039036347985164
697950.25372649846,131.49168789787191,77.288626344350504,66.236618304856336,25.040097817388833
909482.22334920301,180.04231770506095,77.290508548708885,66.237186234600458,25.038628051329376
688862.54863555601,131.75375204202658,77.290949988583819,66.236614148196026,25.038941047799145
850785.15761263203,151.55161842856276,77.29261018783582,66.236814694150866,25.034576035622994
672875.49586852267,110.0010943075811,77.293034933198371,66.236623143600966,25.034471009636487
680218.09149860381,129.14475810960062,77.292487493628656,66.23455451664833,25.036506462441956
574998.75348380092,113.41340208678874,77.292744544472299,66.23541832539604,25.036896120909784
935719.58198018081,174.94826922747077,77.288476096099217,66.23710575670809,25.030463475006897
966916.9137740588,187.92672209360668,77.290860654598148,66.237219207906875,25.032293156688965
690929.03744984965,113.13172383385154,77.291748158970137,66.236650118629868,25.03150758683984
706867.34583371284,120.9346787501499,77.290236619400289,66.234507102064569,25.030590371596787
625959.2271950522,103.72105934950788,77.292647229086569,66.23658446776507,25.032624397949167
746225.35628095735,134.77424663148935,77.292475814018985,66.236565694476127,25.033033591807563
951791.84955575597,187.74957215121711,77.286326387204795,66.237235140392698,25.038943120028247
836656.67197100096,140.27380082450509,77.284336556659085,66.237762692757329,25.038724178675412
671986.45122893516,125.47422541146987,77.286116846899461,66.236616141117736,25.039891257011966
979406.61995869572,192.54107924724804,77.286181767479093,66.237298324924097,25.036984713891169
979703.05341387982,193.4440325057202,77.288663281397675,66.237315324162864,25.032056536886429
926114.90664561186,176.50432273815051,77.286610982235558,66.237201862714684,25.030563313553941
982470.04528971366,193.2326225378535,77.286181894367573,66.237298178562042,25.034551118111093
817142.74403181986,144.65474098576883,77.283358020412564,66.237770778719891,25.037133784234733
623635.21228376101,103.51279159072688,77.290508353436621,66.235404205204176,25.030265015387439
717077.84372630902,113.89509278451439,77.288646870196288,66.236623142949497,25.029825327151176
828335.82497876917,140.54778946011484,77.286289700761529,66.237776919777446,25.030334849567659
843781.66279311338,144.11805920989755,77.28294250734892,66.237771672565614,25.0344441327906
915159.34771709051,172.18502078143899,77.28863516095771,66.234617090490246,25.034547401456621
874198.04967359419,161.2182460678726,77.29107656720771,66.234617090490246,25.034547401456621
905653.14728698356,170.7426983511362,77.28863516095771,66.234617090490246,25.036988807706621
847000.78230558173,158.41099075279988,77.291004296386092,66.234603413401814,25.036914281753344
839788.50459747668,156.1312423824879,77.288581114984055,66.234587698265827,25.039153819442131
609072.25398392952,116.71014597228964,77.28872636242032,66.235424010754244,25.040354331240636
762475.43882231333,143.52883519109878,77.290599009233588,66.234574326274966,25.038680322526641
