ppm HF Concentration mole,X (m),Y (m),Z (m)
4,73.33,90.45,60.33
5,73.33,91.98,60.33
4,73.58,90.36,60.7
5,73.67,92.14,60.7
5,73.66,92.58,60.33
3,73.33,88.38,60.34
3,73.52,88.35,60.7
4,73.33,90.48,59.29
5,73.33,91.96,59.3
4,73.33,89.3,60.34
4,73.53,90.4,60.15
5,73.33,91.32,60.46
5,73.53,91.82,60.15
4,73.76,90.32,60.5
5,73.85,91.98,60.5
3,74.04,89.26,60.7
4,74.19,91.24,60.7
5,74.29,92.47,60.7
5,73.83,92.38,60.15
5,73.66,92.58,59.29
5,74.32,92.58,60.33
2,74.11,86.96,60.33
3,73.33,87.37,60.34
2,73.95,87.45,60.7
3,73.33,88.37,59.3
3,73.53,88.47,60.16
3,73.71,88.44,60.5
3,74.91,88.11,60.7
2,75.83,86.96,60.31
2,75.86,87.34,60.7
3,73.33,90.48,57.95
4,73.33,91.96,57.95
3,73.33,89.29,59.29
4,73.53,90.43,59.16
5,73.53,91.81,59.16
4,73.53,89.33,60.16
4,73.88,90.32,60.04
4,73.53,91.21,60.27
5,73.96,91.86,60.04
3,74.19,89.3,60.5
4,74.33,91.14,60.5
5,74.43,92.28,60.5
4,75.06,90.17,60.7
5,75.24,92.03,60.7
5,73.83,92.38,59.16
5,74.45,92.38,60.15
5,73.66,92.58,57.95
5,74.33,92.58,59.28
5,75.23,92.58,60.33
3,77.79,86.96,60.32
3,77.84,87.29,60.7
3,79.3,87.05,60.34
3,79.05,86.96,60.31
4,79.15,87.09,60.7
3,79.3,87.26,60.3
2,73.33,88.37,57.95
2,74.09,86.96,59.27
2,73.33,87.37,59.3
2,74.25,87.16,60.16
2,73.53,87.54,60.16
2,74.11,87.61,60.5
3,73.53,88.47,59.16
3,73.82,88.5,60.04
3,75,88.23,60.5
3,75.96,89.09,60.7
2,75.79,86.96,59.24
2,75.86,87.16,60.15
2,75.89,87.51,60.5
3,76.87,88,60.7
2,73.33,88.37,56.63
3,73.33,90.48,56.63
3,73.33,91.96,56.63
3,73.33,89.29,57.95
4,73.53,90.43,57.88
4,73.53,91.81,57.88
4,73.53,89.32,59.16
4,73.88,90.34,59.08
5,73.96,91.85,59.08
4,74.28,89.32,60.04
4,74.43,91.08,60.05
5,74.51,92.16,60.04
4,75.15,90.14,60.5
