ppm NH3 Concentration mole,X (m),Y (m),Z (m)
27,-103.33,32.39,38.06
33,-92.4,34.96,42.95
1044,-103.28,32.4,43.06
1024,-95.55,38.82,47.97
137,-96.24,31.76,43
241,-100.08,28.56,43.04
173,-110.96,26,43.15
761,-107.12,29.2,43.1
180,-92.35,34.98,47.95
5513,-103.24,32.42,48.06
3379,-99.39,35.62,48.01
1229,-95.51,38.84,52.97
1134,-96.19,31.78,48
2211,-100.03,28.58,48.04
94,-103.92,25.36,43.09
2195,-110.92,26.02,48.15
5534,-107.08,29.22,48.1
42,-92.99,27.94,47.98
128,-96.83,24.74,48.03
236,-92.31,35,52.95
37,-91.62,42.05,57.92
55,-121.8,23.66,48.27
194,-114.76,22.82,48.2
8289,-103.19,32.44,53.06
5406,-99.35,35.64,53.01
720,-95.46,38.85,57.97
1946,-96.15,31.8,53
90,-92.95,27.95,52.98
169,-107.72,22.18,48.13
3443,-99.99,28.6,53.04
1256,-103.88,25.38,48.09
28,-100.68,21.54,48.07
230,-96.79,24.75,53.03
3874,-110.87,26.04,53.15
8044,-107.03,29.24,53.1
78,-92.26,35.01,57.95
220,-121.76,23.6,53.29
45,-119.05,21.47,52.91
457,-114.71,22.84,53.18
7380,-103.14,32.45,58.06
123,-95.42,38.87,62.97
4944,-99.3,35.65,58.01
901,-96.1,31.81,58
1587,-110.83,26.05,58.15
5349,-106.99,29.25,58.1
356,-107.67,22.2,53.13
1637,-99.94,28.61,58.04
2118,-103.83,25.4,53.09
61,-100.63,21.55,53.07
35,-96.74,24.77,58.03
84,-121.71,23.5,58.26
1284,-117.87,26.7,58.21
110,-114.67,22.85,58.18
28,-111.51,19,53.18
5066,-110.14,33.11,63.12
1707,-113.98,29.91,63.17
259,-110.78,26.07,63.15
1087,-106.94,29.27,63.1
6711,-106.3,36.31,63.07
97,-98.57,42.73,67.98
2487,-103.1,32.47,63.06
1477,-99.26,35.67,63.01
202,-99.9,28.63,63.04
102,-96.06,31.83,63
117,-104.08,21.9,60.6
25,-121.66,23.51,63.26
199,-117.82,26.71,63.21
105,-110.39,29.62,70.63
328,-102.71,36.02,70.54
55,-124.48,30.9,70.76
39058,-99.57,68.66,40.29
47423,-99.57,68.67,40.29
25212,-99.56,68.66,40.28
824,-99.57,68.67,40.29
21493,-99.57,68.66,40.29
7711,-99.57,68.66,40.29
269,-99.57,68.66,40.29
9908,-99.57,68.66,40.29
21886,-99.57,68.66,40.29
11065,-99.56,68.66,40.28
31312,-99.56,68.66,40.28
6971,-99.57,68.67,40.29
19137,-99.58,68.67,40.3
14419,-99.57,68.67,40.3
7746,-99.57,68.67,40.29
25047,-99.58,68.67,40.3
29228,-99.58,68.67,40.3
26599,-99.57,68.67,40.3
20145,-99.58,68.67,40.3
20615,-99.58,68.67,40.31
16259,-99.57,68.67,40.32
11343,-99.57,68.67,40.33
27315,-99.58,68.67,40.32
19867,-99.57,68.67,40.32
33545,-99.57,68.67,40.32
18430,-99.58,68.67,40.31
28890,-99.58,68.67,40.32
19972,-99.58,68.67,40.31
18714,-99.58,68.67,40.31
71,-99.57,68.67,40.29
999911,-99.57,68.66,40.3
999950,-99.57,68.66,40.3
16354,-99.57,68.67,40.29
11925,-99.57,68.67,40.29
14907,-99.57,68.67,40.29
32894,-99.57,68.66,40.29
909703,-99.57,68.66,40.29
18973,-99.57,68.66,40.29
998794,-99.57,68.66,40.29
999657,-99.57,68.66,40.3
999815,-99.57,68.66,40.3
2377,-99.56,68.66,40.28
185,-99.56,68.66,40.28
9642,-99.56,68.66,40.28
7274,-99.56,68.66,40.28
14227,-99.56,68.66,40.29
935299,-99.56,68.66,40.29
17914,-99.56,68.66,40.28
997690,-99.56,68.66,40.29
104713,-99.57,68.66,40.29
142,-99.57,68.67,40.29
31,-99.57,68.67,40.29
82,-99.57,68.66,40.28
284,-99.57,68.66,40.28
640048,-99.57,68.66,40.29
11378,-99.57,68.66,40.29
159999,-99.57,68.66,40.29
2846,-99.57,68.66,40.29
72910,-99.57,68.66,40.29
69,-99.57,68.66,40.28
153289,-99.57,68.66,40.29
4296,-99.57,68.66,40.28
881634,-99.57,68.66,40.29
33,-99.56,68.66,40.28
11343,-99.56,68.66,40.28
544,-99.56,68.66,40.28
120474,-99.56,68.66,40.28
6252,-99.56,68.66,40.28
28165,-99.56,68.66,40.28
20849,-99.55,68.65,40.28
929326,-99.56,68.66,40.29
6871,-99.55,68.65,40.28
3879,-99.55,68.65,40.28
18573,-99.55,68.65,40.28
1728,-99.55,68.65,40.28
21303,-99.57,68.67,40.33
13503,-99.57,68.67,40.33
18252,-99.57,68.67,40.33
11037,-99.54,68.64,40.32
25301,-99.54,68.64,40.32
7863,-99.54,68.64,40.32
46487,-99.55,68.65,40.29
15563,-99.54,68.65,40.29
7100,-99.54,68.65,40.29
1663,-99.54,68.64,40.29
126,-99.54,68.64,40.29
15210,-99.54,68.64,40.3
11149,-99.54,68.64,40.3
1030,-99.55,68.65,40.28
179,-99.55,68.65,40.28
8031,-99.55,68.65,40.28
4713,-99.55,68.65,40.29
41,-99.54,68.64,40.28
683,-99.54,68.65,40.29
96,-99.54,68.64,40.29
5113,-99.53,68.64,40.32
600,-99.58,68.67,40.3
372,-99.58,68.67,40.29
65,-99.58,68.67,40.29
145373,-99.57,68.67,40.29
1743,-99.57,68.67,40.29
448,-99.57,68.67,40.29
107947,-99.58,68.67,40.3
9890,-99.58,68.67,40.3
2473,-99.58,68.67,40.3
884084,-99.57,68.67,40.3
405093,-99.57,68.67,40.3
2708,-99.58,68.67,40.3
520077,-99.58,68.67,40.3
11711,-99.58,68.67,40.3
913185,-99.58,68.67,40.3
20430,-99.58,68.67,40.3
967342,-99.57,68.67,40.3
991594,-99.57,68.67,40.3
949354,-99.58,68.67,40.3
969861,-99.58,68.67,40.31
10984,-99.58,68.67,40.3
10948,-99.58,68.67,40.31
10128,-99.58,68.67,40.3
1669,-99.58,68.67,40.32
333,-99.58,68.67,40.32
2038,-99.58,68.67,40.32
145,-99.58,68.67,40.33
507494,-99.57,68.67,40.32
6529,-99.57,68.67,40.32
162376,-99.57,68.67,40.33
3250,-99.57,68.67,40.33
716447,-99.58,68.67,40.32
11130,-99.58,68.67,40.32
9450,-99.58,68.67,40.32
928431,-99.57,68.67,40.32
980988,-99.57,68.67,40.32
10521,-99.58,68.67,40.31
9895,-99.58,68.67,40.31
10211,-99.58,68.67,40.31
8995,-99.58,68.67,40.32
951754,-99.58,68.67,40.31
925029,-99.58,68.67,40.32
18602,-99.58,68.67,40.32
976427,-99.58,68.67,40.31
971002,-99.58,68.67,40.31
43878,-99.58,68.66,40.29
7040,-99.58,68.66,40.29
64601,-99.56,68.66,40.33
6417,-99.57,68.67,40.33
604,-99.57,68.66,40.33
334,-99.57,68.66,40.33
8811,-99.57,68.66,40.33
34221,-99.57,68.66,40.33
12228,-99.57,68.66,40.33
28818,-99.57,68.66,40.33
7454,-99.57,68.66,40.33
16647,-99.57,68.66,40.33
14515,-99.56,68.66,40.34
12844,-99.56,68.66,40.34
35378,-99.56,68.66,40.33
30694,-99.56,68.66,40.34
1442,-99.56,68.65,40.34
35609,-99.55,68.65,40.33
389,-99.55,68.65,40.34
13241,-99.54,68.65,40.33
30685,-99.54,68.65,40.33
7374,-99.54,68.65,40.33
10231,-99.54,68.65,40.33
3091,-99.54,68.64,40.33
7072,-99.54,68.64,40.33
994397,-99.57,68.67,40.3
997502,-99.57,68.67,40.3
994526,-99.57,68.67,40.3
995817,-99.57,68.67,40.31
999969,-99.57,68.66,40.3
