ppm NH3 Concentration mole,X (m),Y (m),Z (m)
110,-88.72,81.76,42.21
216,-88.71,81.75,42.25
216,-88.72,81.76,42.23
110,-88.72,81.76,42.21
665,-88.71,81.75,42.27
216,-88.71,81.75,42.25
216,-88.72,81.76,42.23
665,-88.71,81.75,42.27
110,-88.73,81.76,42.21
142,-88.74,81.77,42.21
216,-88.72,81.76,42.23
216,-88.71,81.75,42.25
665,-88.71,81.75,42.27
103,-88.72,81.76,42.25
416,-88.74,81.77,42.23
143,-88.74,81.77,42.22
70,-88.72,81.76,42.27
405,-88.71,81.75,42.29
102,-88.72,81.76,42.25
416,-88.74,81.77,42.23
70,-88.72,81.76,42.27
405,-88.71,81.75,42.29
142,-88.74,81.77,42.21
416,-88.74,81.77,42.23
103,-88.72,81.76,42.25
405,-88.71,81.75,42.28
70,-88.72,81.76,42.27
110,-88.74,81.77,42.25
39,-88.74,81.77,42.27
110,-88.74,81.77,42.25
38,-88.74,81.77,42.27
110,-88.74,81.77,42.25
39,-88.74,81.77,42.27
431645,-93.84,77.26,41.38
230662,-93.85,77.25,41.38
530032,-93.85,77.25,41.38
642071,-93.85,77.25,41.38
455,-93.83,77.27,41.37
253,-93.83,77.26,41.36
224,-93.83,77.26,41.38
157,-93.83,77.27,41.37
7242,-93.83,77.26,41.38
34019,-93.84,77.26,41.36
21634,-93.83,77.26,41.36
18036,-93.83,77.26,41.36
95270,-93.84,77.26,41.36
263363,-93.84,77.26,41.36
11918,-93.84,77.26,41.38
314265,-93.84,77.26,41.38
52173,-93.84,77.26,41.38
774763,-93.85,77.25,41.38
841601,-93.85,77.25,41.38
790113,-93.85,77.25,41.38
822229,-93.85,77.25,41.37
835082,-93.85,77.25,41.37
747813,-93.85,77.25,41.38
722612,-93.85,77.25,41.38
697435,-93.85,77.25,41.37
711834,-93.85,77.25,41.37
431533,-93.84,77.26,41.36
1433,-93.84,77.25,41.39
741,-93.84,77.26,41.39
28356,-93.84,77.25,41.38
196183,-93.84,77.26,41.38
253269,-93.84,77.26,41.38
846194,-93.84,77.26,41.38
19294,-93.84,77.26,41.38
4727,-93.84,77.25,41.39
44851,-93.84,77.25,41.38
286556,-93.84,77.25,41.38
75756,-93.85,77.25,41.38
374704,-93.85,77.25,41.38
132928,-93.85,77.25,41.38
144167,-93.85,77.25,41.38
455794,-93.85,77.25,41.38
265561,-93.85,77.25,41.38
569573,-93.85,77.25,41.38
510743,-93.85,77.25,41.38
354454,-93.85,77.25,41.38
519997,-93.85,77.25,41.38
470783,-93.85,77.24,41.38
169139,-93.83,77.26,41.37
175844,-93.83,77.26,41.37
78,-93.83,77.27,41.37
2791,-93.83,77.27,41.37
1749,-93.83,77.27,41.37
25,-93.83,77.27,41.36
28,-93.83,77.27,41.36
26,-93.83,77.27,41.36
82121,-93.83,77.26,41.36
85,-93.83,77.27,41.36
42,-93.83,77.27,41.36
230,-93.83,77.27,41.36
10686,-93.83,77.26,41.36
792330,-93.83,77.26,41.37
791196,-93.83,77.26,41.37
567718,-93.83,77.26,41.37
567699,-93.83,77.26,41.37
764257,-93.83,77.26,41.36
496909,-93.83,77.26,41.36
684851,-93.84,77.26,41.36
306629,-93.83,77.26,41.36
883294,-93.84,77.26,41.36
882640,-93.84,77.26,41.36
854937,-93.84,77.26,41.36
840648,-93.84,77.26,41.36
884114,-93.84,77.26,41.37
884601,-93.84,77.26,41.37
858483,-93.84,77.26,41.37
858805,-93.84,77.26,41.37
108,-93.83,77.27,41.38
