ppm NH3 Concentration mole,X (m),Y (m),Z (m)
430602,-93.84,77.26,41.38
63120,-93.85,77.25,41.38
93111,-93.85,77.25,41.38
66327,-93.85,77.25,41.38
597432,-93.83,77.27,41.37
605347,-93.83,77.27,41.37
421583,-93.83,77.27,41.37
326602,-93.83,77.27,41.37
498217,-93.83,77.27,41.36
476225,-93.83,77.26,41.36
603468,-93.83,77.26,41.36
365506,-93.83,77.26,41.38
564832,-93.83,77.27,41.37
320102,-93.83,77.27,41.37
432268,-93.83,77.27,41.37
324339,-93.83,77.27,41.37
496571,-93.83,77.26,41.38
427084,-93.83,77.26,41.38
473468,-93.83,77.26,41.38
392872,-93.84,77.26,41.36
539452,-93.83,77.26,41.36
570541,-93.83,77.26,41.36
464511,-93.84,77.26,41.36
613056,-93.84,77.26,41.36
326235,-93.84,77.26,41.38
392706,-93.84,77.26,41.38
349472,-93.84,77.26,41.38
177855,-93.85,77.25,41.38
331992,-93.85,77.25,41.38
162234,-93.85,77.25,41.38
399830,-93.85,77.25,41.37
278476,-93.85,77.25,41.37
93030,-93.85,77.25,41.38
108827,-93.85,77.25,41.38
176500,-93.85,77.25,41.37
138605,-93.85,77.25,41.37
618088,-93.84,77.26,41.36
63994,-93.84,77.25,41.39
66861,-93.84,77.26,41.39
128291,-93.84,77.25,41.38
290559,-93.84,77.26,41.38
296332,-93.84,77.26,41.38
762979,-93.84,77.26,41.38
137792,-93.84,77.26,41.38
63559,-93.84,77.25,41.39
100203,-93.84,77.25,41.38
204144,-93.84,77.25,41.38
70008,-93.85,77.25,41.38
139097,-93.85,77.25,41.38
75123,-93.85,77.25,41.38
47600,-93.85,77.25,41.38
92771,-93.85,77.25,41.38
42445,-93.85,77.25,41.38
51509,-93.85,77.25,41.38
79529,-93.85,77.25,41.38
38720,-93.85,77.25,41.38
44590,-93.85,77.25,41.38
39764,-93.85,77.24,41.38
107535,-93.82,77.27,41.37
103692,-93.82,77.27,41.37
142992,-93.83,77.27,41.37
210909,-93.83,77.27,41.37
142904,-93.83,77.27,41.37
209840,-93.83,77.27,41.37
