ppm HF Concentration mole,X (m),Y (m),Z (m)
2,180.54,113,37.1
2,180.77,113.05,37.18
2,181.01,113.12,37.26
2,180.59,113.19,37.37
2,180.75,113.16,37.32
2,180.54,112.83,37.22
2,180.78,112.9,37.31
2,180.91,112.98,37.07
2,181.34,113.16,37.19
2,181.2,113.22,37.37
2,181,113.19,37.36
2,180.99,113.29,37.43
2,181.13,113.05,37.15
2,181.04,112.98,37.4
2,181.21,112.77,37.1
2,180.59,113.06,37.53
2,180.76,113.02,37.48
2,181.18,113.38,37.44
2,180.79,112.76,37.42
2,180.94,112.81,37.19
2,181.67,113.21,37.1
2,181.49,113.33,37.2
2,181.31,113.26,37.35
2,181.43,113.03,37.3
2,181.24,113.1,37.52
2,181,113.17,37.6
2,181.02,113.06,37.51
2,181.04,112.88,37.49
2,181.18,112.9,37.27
2,181.23,112.65,37.17
2,180.58,112.95,37.7
2,180.54,112.63,37.67
2,180.78,112.82,37.68
2,181.23,113.29,37.61
2,181.57,113.44,37.41
2,180.98,112.59,37.36
2,182.03,113.16,37.13
2,181.82,113.4,37.29
2,181.93,113.28,37.29
2,181.81,113.17,37.09
2,181.4,113.34,37.35
2,181.6,113.25,37.29
2,180.84,113.22,37.78
2,181.25,113.03,37.64
2,181.38,113.15,37.49
2,181.5,112.93,37.42
2,181.03,112.99,37.72
2,181.23,112.75,37.4
2,180.54,112.63,37.99
2,180.74,112.39,37.68
2,180.78,112.83,37.99
2,180.98,112.59,37.68
2,180.3,112.43,37.99
2,181.27,113.2,37.75
2,181.64,113.41,37.47
2,181.41,113.46,37.56
2,181.18,112.35,37.36
2,182.13,113.04,37.29
2,182.03,113.16,37.29
2,182.25,113.14,37.29
2,182.15,113.26,37.29
2,181.93,113.28,37.44
2,181.82,113.4,37.44
2,182.05,113.38,37.44
2,181.49,113.25,37.48
2,181.74,113.18,37.38
2,181.42,112.55,37.36
2,181.66,112.75,37.36
2,181.25,113.23,37.98
2,181.46,112.98,37.68
2,181.02,113.03,37.99
2,181.22,112.78,37.68
2,180.94,112.15,37.68
2,181.18,112.35,37.68
2,180.54,112.63,38.3
2,180.74,112.39,37.99
2,180.78,112.83,38.3
2,180.98,112.59,37.99
2,180.3,112.43,38.3
2,180.5,112.19,37.99
2,181.52,113.43,37.7
2,182.37,113.24,37.44
2,182.27,113.36,37.44
2,181.9,112.95,37.36
2,182.23,112.92,37.29
2,182.35,113.02,37.29
2,182.13,113.04,37.44
2,182.03,113.16,37.44
2,182.25,113.14,37.44
2,182.15,113.26,37.44
2,181.94,113.39,37.68
2,181.7,113.19,37.68
2,181.62,112.31,37.36
2,181.42,112.55,37.68
2,181.66,112.75,37.68
2,181.86,112.51,37.36
2,181.46,112.99,37.99
2,181.26,113.23,38.3
2,181.02,113.03,38.3
2,181.22,112.79,37.99
2,180.94,112.15,37.99
2,181.38,112.11,37.68
2,181.18,112.35,37.99
2,180.54,112.63,38.61
2,180.74,112.39,38.3
2,180.78,112.83,38.61
2,180.98,112.59,38.3
2,180.3,112.43,38.61
2,180.5,112.19,38.3
2,180.7,111.95,38.3
2,180.3,112.43,38.93
2,180.08,112.44,40.65
2,182.33,112.8,37.29
2,182.06,112.27,37.36
2,181.58,111.87,37.68
2,182.57,113,37.44
2,182.47,113.12,37.44
2,182.37,113.24,37.6
2,182.27,113.36,37.6
2,182.1,112.71,37.36
2,181.9,112.95,37.68
2,182.23,112.92,37.44
2,182.35,113.02,37.44
2,182.33,112.8,37.44
2,182.45,112.9,37.44
2,182.14,113.15,37.68
2,181.94,113.39,37.99
2,181.7,113.19,37.99
2,182.06,112.27,37.68
2,181.82,112.07,37.68
2,181.62,112.31,37.68
2,181.42,112.55,37.99
2,181.66,112.75,37.99
2,181.86,112.51,37.68
2,181.26,113.23,38.61
2,181.46,112.99,38.3
2,181.02,113.03,38.61
2,181.22,112.79,38.3
2,181.14,111.91,37.99
2,180.94,112.15,38.3
2,181.38,112.11,37.99
2,181.18,112.35,38.3
2,180.54,112.63,38.93
2,180.74,112.39,38.61
2,180.78,112.83,38.93
2,180.98,112.59,38.61
2,180.48,111.97,38.77
2,180.56,112.85,41.27
2,180.08,112.44,40.02
2,180.56,112.85,40.65
2,180.48,111.97,40.65
2,182.3,112.47,37.36
2,182.26,112.03,37.68
2,182.02,111.83,37.68
2,181.58,111.87,37.99
2,182.57,113,37.6
2,182.47,113.12,37.6
2,182.59,113.22,37.6
2,182.37,113.24,37.75
2,182.27,113.36,37.75
2,182.49,113.34,37.75
2,182.54,112.67,37.68
2,182.3,112.47,37.68
2,182.1,112.71,37.68
2,181.9,112.95,37.99
2,182.14,113.15,37.99
2,182.34,112.91,37.68
2,181.94,113.39,38.3
2,181.7,113.19,38.3
2,182.06,112.27,37.99
2,181.82,112.07,37.99
2,181.62,112.31,37.99
2,181.42,112.55,38.3
2,181.66,112.75,38.3
2,181.86,112.51,37.99
2,181.26,113.23,38.93
2,181.46,112.99,38.61
2,181.02,113.03,38.93
2,181.22,112.79,38.61
2,181.34,111.67,38.3
2,181.58,111.87,38.3
2,181.14,111.91,38.3
2,180.94,112.15,38.61
2,181.18,112.35,38.61
2,181.38,112.11,38.3
2,180.56,112.85,39.4
2,180.74,112.39,38.93
2,180.98,112.59,38.93
2,180.94,112.15,38.93
2,181.18,112.35,38.93
2,180.48,111.97,39.4
2,181.04,113.25,41.27
2,180.96,112.37,41.27
2,184.14,109.51,38.09
2,183.99,109.66,37.49
2,184.17,109.86,37.49
3,184.4,110.25,43.71
2,180.56,112.85,40.02
2,180.48,111.97,40.02
2,181.04,113.25,40.65
2,180.96,112.37,40.65
2,182.22,111.59,37.68
2,182.46,111.79,37.68
2,182.74,112.43,37.68
2,182.5,112.23,37.68
2,182.26,112.03,37.99
2,182.02,111.83,37.99
2,181.76,111.41,38.15
2,182.78,112.87,37.68
2,182.57,113,37.75
2,182.47,113.12,37.75
2,182.69,113.1,37.75
2,182.59,113.22,37.75
2,182.38,113.35,37.99
2,182.54,112.67,37.99
2,182.3,112.47,37.99
2,182.1,112.71,37.99
2,181.9,112.95,38.3
2,182.14,113.15,38.3
2,182.34,112.91,37.99
2,181.94,113.39,38.61
2,181.49,113.43,38.93
2,181.7,113.19,38.61
2,182.06,112.27,38.3
2,181.82,112.07,38.3
2,181.62,112.31,38.3
2,181.42,112.55,38.61
2,181.66,112.75,38.61
2,181.86,112.51,38.3
2,181.04,113.25,39.4
2,181.42,112.55,38.93
2,181.66,112.75,38.93
2,181.46,112.99,38.93
2,181.22,112.79,38.93
2,180.96,112.37,39.4
2,181.36,111.89,38.77
2,181.51,113.65,41.27
3,181.44,112.77,41.27
2,181.36,111.89,41.27
2,184.13,109.79,41.28
3,184.15,109.56,39.14
2,184.01,109.38,39.31
3,184.14,109.58,39.5
3,184.14,109.55,38.73
2,183.99,109.66,38.13
3,184.17,109.87,38.14
2,184.3,109.86,37.49
2,184.08,110,37.51
5,184.56,110.26,43.69
4,184.4,110.69,43.84
2,184.38,110.19,43.21
2,181.04,113.25,40.02
2,180.96,112.37,40.02
2,181.51,113.65,40.65
3,181.44,112.77,40.65
2,181.36,111.89,40.65
2,182.7,111.99,37.68
2,182.94,112.19,37.68
2,182.22,111.59,37.99
2,182.46,111.79,37.99
2,182.74,112.43,37.99
2,182.5,112.23,37.99
2,182.46,111.79,38.3
2,182.26,112.03,38.3
2,182.22,111.59,38.3
2,182.02,111.83,38.3
2,181.76,111.41,38.77
2,182.78,112.87,37.99
2,182.58,113.11,37.99
2,182.38,113.35,38.3
2,182.54,112.67,38.3
2,182.3,112.47,38.3
2,182.1,112.71,38.3
2,181.9,112.95,38.61
2,182.14,113.15,38.61
2,182.34,112.91,38.3
2,181.9,112.95,38.93
2,182.14,113.15,38.93
2,181.94,113.39,38.93
2,181.7,113.19,38.93
2,181.84,112.29,38.77
2,181.36,111.89,39.4
2,181.44,112.77,39.4
2,181.44,112.77,41.9
3,181.92,113.17,41.27
3,181.84,112.29,41.27
2,184.55,109.66,36.88
4,184.14,110.69,41.29
5,184.13,111.21,41.21
2,183.45,110.38,37.52
2,184.13,109.5,40.69
3,184.14,109.57,40.13
2,183.95,109.84,41.27
4,184.13,109.88,40.88
2,183.89,109.44,39.23
3,184.01,109.69,39.15
5,184.16,109.87,39.17
3,183.99,109.71,39.49
5,184.17,109.87,39.49
2,183.87,109.45,38.94
3,184,109.7,38.74
4,184.17,109.87,38.81
2,183.73,109.89,38.15
3,184.3,109.87,38.14
3,184.08,110,38.14
2,184.33,110,37.51
2,183.93,110.18,37.52
4,184.4,111.14,43.73
5,184.69,110.27,43.61
6,184.58,110.7,43.81
4,184.52,110.24,43.13
4,184.39,110.67,43.26
5,184.28,110.21,42.07
2,181.51,113.65,40.02
3,181.44,112.77,40.02
2,181.36,111.89,40.02
2,181.76,111.41,40.65
3,181.92,113.17,40.65
3,181.84,112.29,40.65
2,182.7,111.99,37.99
2,182.94,112.19,37.99
2,182.64,111.33,38.15
2,182.16,110.93,38.77
2,182.98,112.63,37.99
2,182.94,112.19,38.3
2,182.74,112.43,38.3
2,182.7,111.99,38.3
2,182.5,112.23,38.3
2,182.24,111.81,38.77
2,181.76,111.41,39.4
2,182.78,112.87,38.3
2,183.02,113.07,38.3
2,182.82,113.31,38.3
2,182.58,113.11,38.3
2,182.38,113.35,38.61
2,182.38,113.35,38.93
2,182.61,113.55,38.93
2,182.17,113.59,38.93
3,182.32,112.69,38.77
3,181.84,112.29,39.4
3,181.92,113.17,39.4
2,184.15,110.72,41.79
2,181.92,113.17,41.9
2,181.84,112.29,41.9
3,182.24,111.81,41.27
2,182.39,113.57,41.27
3,182.32,112.69,41.27
2,184.83,109.83,36.9
2,183.44,110.38,41.27
4,183.97,110.73,41.27
5,184.14,110.67,40.85
2,183.04,110.85,41.27
5,183.96,111.23,41.18
6,184.13,111.21,40.93
5,184.13,111.62,41.3
2,183.45,110.38,38.15
2,182.57,110.45,39.4
2,183.04,110.85,38.15
2,182.57,110.45,38.77
2,183.92,110.78,37.52
2,183.96,109.59,40.62
3,183.97,109.69,40.08
5,184.18,109.87,40.23
3,183.97,109.97,40.8
5,184.17,109.97,40.65
3,183.73,109.87,39.39
4,184.05,110,39.15
5,184.3,109.87,39.49
5,184.08,110,39.46
3,183.73,109.88,38.77
5,184.3,109.87,38.83
4,184.08,110,38.8
3,184.33,110,38.14
3,183.93,110.18,38.15
2,184.33,110.33,37.52
2,184.2,110.71,42.07
6,184.59,111.15,43.69
4,184.39,111.16,43.24
2,184.14,111.66,43.26
7,184.39,110.14,41.87
3,184.34,109.98,42.51
6,184.88,110.7,43.75
5,184.66,110.27,43.08
5,184.53,110.69,43.18
3,184.36,110.67,42.95
2,184.31,110.29,42.83
6,184.36,110.67,42.07
5,184.31,110.29,42.19
2,182.64,111.33,41.27
2,182.16,110.93,40.65
2,181.76,111.41,40.02
3,181.92,113.17,40.02
3,181.84,112.29,40.02
3,182.24,111.81,40.65
2,182.39,113.57,40.65
4,182.32,112.69,40.65
2,183.18,112.4,37.99
2,183.12,111.73,38.15
3,182.64,111.33,38.77
2,182.16,110.93,39.4
2,183.18,112.4,38.3
2,182.98,112.63,38.3
2,183.42,112.6,38.3
2,183.22,112.84,38.3
3,182.72,112.21,38.77
3,182.24,111.81,39.4
2,182.8,113.09,38.77
3,182.32,112.69,39.4
2,182.39,113.57,39.4
2,184.01,110.75,41.87
3,184.14,111.62,41.8
5,184.13,112.15,41.3
2,182.24,111.81,41.9
2,182.32,112.69,41.9
4,182.72,112.21,41.27
3,182.8,113.09,41.27
2,184.14,112.16,43.36
2,185.21,110.22,36.9
3,183.44,110.38,40.65
3,183.75,110.77,41.29
5,183.98,110.72,40.76
6,184.2,110.69,40.65
2,182.57,110.45,40.02
3,183.04,110.85,40.65
4,183.51,111.26,41.27
5,183.96,111.23,40.84
5,183.96,111.62,41.29
6,184.14,111.63,40.85
3,183.45,110.38,39.4
3,183.92,110.78,38.15
3,183.45,110.38,38.77
3,183.04,110.85,39.4
2,183.52,111.26,38.15
3,183.04,110.85,38.77
2,184.4,111.18,37.52
6,184.39,110.11,40.79
3,183.72,109.89,40.04
2,183.71,109.9,40.66
6,184.3,109.87,40.22
5,184.08,110,40.13
5,184.06,110.09,40.52
6,184.28,110.2,40.65
5,184.33,110,39.46
4,183.93,110.19,39.4
5,184.33,110,38.82
4,183.93,110.18,38.78
3,184.33,110.34,38.15
2,184.81,110.7,37.52
2,183.79,110.79,41.92
6,184.73,111.14,43.61
5,184.29,111.16,42.07
5,184.54,111.16,43.15
3,184.29,111.16,42.95
2,183.52,111.26,41.91
3,184.21,111.64,42.95
6,184.39,110.58,41.76
7,184.53,110.22,41.96
6,184.45,110.7,42.19
6,184.85,110.7,43.13
5,184.45,110.7,42.83
4,184.36,110.33,42.51
5,184.14,112.13,40.88
4,183.12,111.73,41.27
3,182.64,111.33,40.65
