ppm NH3 Concentration mole,X (m),Y (m),Z (m)
139,-97.38,67.59,40.21
89,-97.38,67.61,40.26
45,-97.21,67.59,40.28
91,-97.38,67.6,40.35
25,-96.99,67.57,40.35
32,-97.05,67.56,40.21
30,-97,67.55,40.29
309,-97.82,67.64,40.35
292,-97.7,67.64,40.28
242,-97.71,67.64,40.34
230,-97.71,67.63,40.35
163,-97.6,67.63,40.34
213,-97.6,67.62,40.26
162,-97.6,67.62,40.35
116,-97.49,67.62,40.34
146,-97.49,67.62,40.26
223,-97.49,67.59,40.21
122,-97.5,67.61,40.35
289,-97.6,67.6,40.22
33,-97,67.51,40.23
56,-97.06,67.48,40.24
33,-96.95,67.47,40.24
103,-97.44,67.6,40.35
204,-97.44,67.55,40.22
53,-97.22,67.59,40.35
49,-97.21,67.6,40.34
83,-97.38,67.61,40.34
36,-97.16,67.59,40.26
54,-97.16,67.57,40.22
134,-97.33,67.54,40.22
77,-97.33,67.6,40.35
135,-97.38,67.57,40.28
120,-97.38,67.58,40.32
61,-97.27,67.6,40.26
87,-97.27,67.58,40.22
71,-97.22,67.57,40.29
100,-97.38,67.59,40.38
32,-97,67.56,40.32
32,-97.06,67.58,40.35
29,-97.06,67.58,40.34
56,-97.11,67.52,40.23
40,-97.05,67.54,40.28
36,-97.05,67.57,40.38
431,-97.82,67.64,40.24
377,-97.73,67.63,40.23
334,-97.82,67.65,40.34
380,-97.82,67.65,40.3
339,-97.93,67.65,40.35
266,-97.77,67.63,40.35
325,-97.87,67.64,40.35
309,-97.82,67.61,40.28
281,-97.82,67.62,40.32
255,-97.82,67.62,40.38
290,-97.66,67.62,40.23
192,-97.66,67.62,40.35
243,-97.71,67.61,40.32
274,-97.72,67.6,40.29
208,-97.71,67.62,40.38
267,-97.55,67.56,40.22
140,-97.55,67.61,40.35
197,-97.6,67.6,40.32
224,-97.6,67.58,40.28
161,-97.6,67.61,40.38
160,-97.5,67.59,40.32
185,-97.49,67.58,40.28
129,-97.49,67.6,40.38
323,-97.66,67.58,40.22
234,-97.5,67.5,40.23
37,-97,67.5,40.29
25,-96.94,67.54,40.32
30,-96.94,67.52,40.35
27,-96.94,67.56,40.43
69,-97.06,67.44,40.25
55,-97.06,67.47,40.29
63,-97.01,67.39,40.26
35,-96.95,67.46,40.3
43,-96.95,67.43,40.25
141,-97.44,67.58,40.32
110,-97.44,67.6,40.37
182,-97.39,67.49,40.23
166,-97.44,67.54,40.28
202,-97.45,67.46,40.24
44,-97.16,67.59,40.35
38,-97.15,67.59,40.34
71,-97.22,67.58,40.32
67,-97.28,67.59,40.35
62,-97.28,67.6,40.34
87,-97.22,67.53,40.23
63,-97.17,67.55,40.28
51,-97.16,67.58,40.38
86,-97.17,67.49,40.23
127,-97.28,67.49,40.24
120,-97.33,67.53,40.29
103,-97.33,67.57,40.32
83,-97.33,67.59,40.37
120,-97.38,67.56,40.36
92,-97.27,67.56,40.28
98,-97.38,67.59,40.44
74,-97.27,67.59,40.38
40,-97.05,67.55,40.32
57,-97.11,67.51,40.29
45,-97.05,67.53,40.35
40,-97.05,67.56,40.44
464,-97.94,67.63,40.21
455,-97.88,67.65,40.23
422,-97.82,67.62,40.21
370,-97.71,67.61,40.22
405,-97.77,67.63,40.23
378,-97.93,67.66,40.34
321,-98.04,67.66,40.35
462,-97.93,67.65,40.27
310,-97.99,67.65,40.35
