ppm NH3 Concentration mole,X (m),Y (m),Z (m)
40,-98.04,67.64,40.33
111,-98.1,67.65,40.35
97,-98.04,67.62,40.28
25,-98.04,67.67,40.34
549,-98.15,67.66,40.35
63,-98.04,67.66,40.27
160,-98.04,67.64,40.21
313,-98.1,67.63,40.33
46,-98.04,67.61,40.36
83,-98.1,67.64,40.38
485,-98.1,67.59,40.29
199,-98.05,67.55,40.24
66,-98,67.51,40.25
1161,-98.35,67.78,40.25
593,-98.15,67.68,40.34
636,-98.15,67.65,40.33
625,-98.2,67.66,40.35
354,-98.15,67.65,40.38
770,-98.14,67.67,40.27
688,-98.09,67.61,40.22
757,-98.15,67.63,40.29
160,-98.05,67.54,40.3
39,-98.04,67.61,40.43
73,-98.1,67.64,40.45
296,-98.1,67.59,40.36
705,-98.16,67.55,40.3
517,-98.11,67.51,40.31
57,-98,67.5,40.31
720,-98.1,67.52,40.25
192,-98,67.47,40.26
206,-98.15,67.64,40.44
974,-98.3,67.69,40.35
1146,-98.34,67.77,40.21
1090,-98.37,67.75,40.24
1142,-98.33,67.75,40.26
1175,-98.39,67.8,40.32
1159,-98.36,67.78,40.31
1132,-98.34,67.75,40.3
1046,-98.35,67.72,40.3
1091,-98.38,67.75,40.28
1168,-98.38,67.8,40.28
927,-98.25,67.69,40.34
731,-98.24,67.67,40.36
651,-98.25,67.66,40.38
1004,-98.25,67.68,40.29
746,-98.21,67.64,40.33
505,-98.15,67.62,40.36
458,-98.2,67.65,40.38
913,-98.13,67.65,40.22
999,-98.19,67.67,40.23
879,-98.15,67.56,40.24
843,-98.21,67.61,40.29
126,-98.05,67.53,40.36
70,-98.1,67.63,40.52
48,-98.04,67.6,40.49
173,-98.1,67.59,40.44
693,-98.22,67.52,40.31
535,-98.16,67.54,40.36
432,-98.11,67.48,40.36
80,-98,67.47,40.36
52,-97.95,67.42,40.37
38,-97.9,67.36,40.27
709,-98.1,67.48,40.26
82,-97.95,67.42,40.26
630,-98.06,67.43,40.27
1109,-98.33,67.75,40.34
1139,-98.34,67.77,40.34
823,-98.3,67.68,40.38
1130,-98.36,67.79,40.36
1057,-98.32,67.74,40.37
919,-98.3,67.72,40.38
56,-98.09,67.62,40.58
509,-98.25,67.65,40.44
325,-98.15,67.61,40.42
348,-98.2,67.64,40.45
1182,-98.5,67.86,40.36
1178,-98.44,67.83,40.35
1175,-98.5,67.86,40.25
859,-98.31,67.68,40.37
880,-98.32,67.69,40.37
999,-98.34,67.69,40.33
1028,-98.35,67.71,40.34
1040,-98.34,67.69,40.22
1115,-98.32,67.74,40.22
1112,-98.34,67.76,40.21
992,-98.39,67.72,40.24
1036,-98.33,67.69,40.27
1071,-98.35,67.71,40.26
1032,-98.4,67.76,40.33
1103,-98.34,67.74,40.3
833,-98.4,67.69,40.32
1093,-98.34,67.74,40.32
939,-98.42,67.73,40.28
1167,-98.43,67.82,40.26
948,-98.47,67.78,40.29
851,-98.27,67.66,40.34
681,-98.27,67.63,40.36
745,-98.31,67.66,40.39
1026,-98.24,67.68,40.23
939,-98.27,67.65,40.29
609,-98.21,67.6,40.36
848,-98.2,67.53,40.25
969,-98.19,67.62,40.22
776,-98.27,67.56,40.3
92,-98.05,67.53,40.44
174,-98.15,67.62,40.54
121,-98.1,67.58,40.51
351,-98.16,67.54,40.44
568,-98.22,67.49,40.36
326,-98.06,67.43,40.37
291,-98.11,67.48,40.44
488,-98.17,67.44,40.37
64,-98,67.47,40.43
31,-97.9,67.36,40.37
234,-98,67.37,40.38
50,-97.95,67.41,40.43
334,-97.96,67.32,40.29
716,-98.16,67.44,40.26
522,-98.01,67.37,40.28
633,-98.12,67.38,40.28
1016,-98.38,67.75,40.38
761,-98.31,67.67,40.39
829,-98.28,67.71,40.39
898,-98.34,67.77,40.42
976,-98.3,67.74,40.38
934,-98.35,67.73,40.39
764,-98.29,67.75,40.43
524,-98.34,67.65,40.45
859,-98.31,67.7,40.39
950,-98.34,67.7,40.38
89,-98.1,67.57,40.59
129,-98.14,67.62,40.6
271,-98.19,67.63,40.52
541,-98.27,67.62,40.42
508,-98.3,67.65,40.45
418,-98.21,67.59,40.43
289,-98.29,67.63,40.52
830,-98.48,67.77,40.36
916,-98.44,67.82,40.43
945,-98.5,67.86,40.42
591,-98.49,67.85,40.51
745,-98.54,67.82,40.38
994,-98.54,67.82,40.29
903,-98.53,67.88,40.44
613,-98.53,67.88,40.51
1248,-98.52,67.87,40.32
1249,-98.52,67.88,40.27
1054,-98.5,67.85,40.23
725,-98.37,67.64,40.35
792,-98.37,67.66,40.36
739,-98.4,67.69,40.37
1042,-98.32,67.69,40.22
974,-98.37,67.66,40.24
1020,-98.37,67.74,40.21
1051,-98.35,67.71,40.22
959,-98.39,67.69,40.24
893,-98.4,67.69,40.28
906,-98.37,67.65,40.28
868,-98.4,67.71,40.35
888,-98.43,67.74,40.33
962,-98.41,67.75,40.21
619,-98.48,67.68,40.29
525,-98.53,67.74,40.36
996,-98.44,67.8,40.22
639,-98.53,67.74,40.3
713,-98.32,67.61,40.36
1016,-98.24,67.66,40.22
1041,-98.29,67.68,40.22
879,-98.32,67.62,40.29
635,-98.27,67.55,40.36
774,-98.21,67.49,40.25
894,-98.25,67.57,40.24
494,-98.34,67.51,40.31
75,-98.05,67.53,40.51
242,-98.16,67.54,40.51
103,-98.1,67.56,40.57
200,-98.11,67.48,40.51
400,-98.22,67.49,40.44
384,-98.28,67.44,40.36
240,-98.06,67.42,40.43
409,-98.13,67.38,40.38
360,-98.17,67.43,40.44
343,-98.23,67.39,40.38
70,-97.85,67.28,40.29
27,-97.74,67.27,40.29
56,-98,67.47,40.51
167,-98.06,67.42,40.51
46,-97.95,67.41,40.51
176,-97.96,67.33,40.39
40,-97.9,67.35,40.43
199,-98.01,67.36,40.43
143,-98.01,67.36,40.51
363,-97.96,67.29,40.29
317,-97.91,67.24,40.3
45,-97.6,66.98,40.36
120,-97.71,67.06,40.34
529,-98.22,67.39,40.27
558,-98.07,67.32,40.3
503,-98.17,67.35,40.29
785,-98.43,67.73,40.37
826,-98.37,67.75,40.43
572,-98.33,67.68,40.45
704,-98.29,67.71,40.43
872,-98.38,67.79,40.44
576,-98.32,67.76,40.49
773,-98.33,67.72,40.43
492,-98.3,67.74,40.5
525,-98.38,67.63,40.42
423,-98.35,67.64,40.48
601,-98.38,67.68,40.43
433,-98.35,67.65,40.48
262,-98.36,67.64,40.53
63,-98.06,67.56,40.61
129,-98.14,67.57,40.61
107,-98.13,67.62,40.67
38,-98.08,67.62,40.69
262,-98.24,67.62,40.54
284,-98.21,67.58,40.51
176,-98.19,67.62,40.6
121,-98.18,67.62,40.66
83,-98.27,67.62,40.66
150,-98.28,67.62,40.6
493,-98.32,67.6,40.43
443,-98.27,67.55,40.44
284,-98.32,67.58,40.51
255,-98.33,67.63,40.54
604,-98.48,67.77,40.44
588,-98.44,67.82,40.51
462,-98.62,67.75,40.31
211,-98.49,67.85,40.58
610,-98.53,67.81,40.43
407,-98.53,67.81,40.52
558,-98.58,67.8,40.36
670,-98.57,67.8,40.31
474,-98.58,67.84,40.46
320,-98.57,67.84,40.52
177,-98.52,67.87,40.59
1003,-98.75,68.05,40.46
971,-98.6,67.93,40.44
386,-98.53,67.74,40.44
819,-98.67,67.92,40.34
1399,-98.61,67.94,40.3
814,-98.56,67.83,40.23
1008,-98.78,68,40.33
1865,-98.75,68.05,40.29
477,-98.43,67.62,40.36
998,-98.34,67.67,40.21
989,-98.37,67.7,40.21
601,-98.43,67.62,40.29
495,-98.48,67.68,40.36
726,-98.47,67.69,40.22
402,-98.53,67.63,40.3
342,-98.59,67.69,40.36
589,-98.61,67.76,40.24
761,-98.51,67.76,40.23
419,-98.58,67.7,40.31
450,-98.38,67.56,40.36
968,-98.3,67.63,40.22
551,-98.39,67.57,40.29
420,-98.33,67.5,40.36
593,-98.27,67.45,40.26
656,-98.31,67.51,40.24
325,-98.4,67.46,40.32
66,-98.05,67.53,40.59
29,-97.99,67.54,40.64
253,-98.22,67.49,40.51
166,-98.16,67.54,40.59
237,-98.17,67.43,40.51
140,-98.11,67.48,40.59
291,-98.28,67.44,40.44
197,-98.28,67.44,40.52
256,-98.34,67.4,40.37
319,-98.18,67.35,40.39
322,-98.12,67.37,40.44
228,-98.3,67.34,40.39
271,-98.23,67.38,40.44
185,-98.23,67.38,40.52
218,-98.12,67.37,40.51
196,-97.81,67.18,40.31
45,-97.85,67.29,40.43
46,-97.85,67.29,40.51
41,-97.9,67.35,40.51
50,-98,67.47,40.59
121,-98.06,67.42,40.59
43,-97.95,67.41,40.59
106,-98.01,67.36,40.59
277,-98.07,67.31,40.44
197,-98.07,67.31,40.51
149,-97.91,67.24,40.44
165,-97.96,67.3,40.44
110,-97.91,67.24,40.51
120,-97.96,67.3,40.51
420,-98.03,67.2,40.32
339,-97.93,67.07,40.34
287,-97.82,66.99,40.36
51,-97.51,66.82,40.4
82,-97.61,66.9,40.38
44,-97.6,66.99,40.54
80,-97.71,67.07,40.52
45,-97.4,66.7,40.43
435,-98.18,67.31,40.3
354,-98.29,67.34,40.28
418,-98.13,67.27,40.31
612,-98.42,67.73,40.44
547,-98.37,67.74,40.49
359,-98.33,67.69,40.52
468,-98.3,67.72,40.5
553,-98.37,67.78,40.51
226,-98.3,67.74,40.57
369,-98.38,67.69,40.51
494,-98.35,67.72,40.5
272,-98.36,67.65,40.53
25,-97.99,67.54,40.7
146,-98.37,67.63,40.59
371,-98.48,67.68,40.44
345,-98.42,67.6,40.44
361,-98.44,67.64,40.44
228,-98.43,67.59,40.51
49,-98.04,67.55,40.68
102,-98.15,67.56,40.68
76,-98.1,67.55,40.69
47,-98.08,67.62,40.79
268,-98.27,67.55,40.51
158,-98.24,67.62,40.6
94,-98.22,67.63,40.67
96,-98.21,67.57,40.67
174,-98.21,67.56,40.59
68,-98.3,67.63,40.68
64,-98.31,67.58,40.67
144,-98.32,67.57,40.59
133,-98.33,67.62,40.61
334,-98.38,67.56,40.44
313,-98.33,67.5,40.44
210,-98.33,67.5,40.52
223,-98.38,67.56,40.52
257,-98.53,67.74,40.52
191,-98.44,67.82,40.59
385,-98.48,67.77,40.52
371,-98.64,67.75,40.36
197,-98.53,67.8,40.58
609,-98.65,67.86,40.35
404,-98.58,67.8,40.44
262,-98.58,67.79,40.52
137,-98.57,67.83,40.6
399,-98.8,67.99,40.48
420,-98.64,67.89,40.47
71,-98.52,67.87,40.67
154,-98.57,67.91,40.61
887,-98.66,67.98,40.49
259,-98.59,67.69,40.44
656,-98.83,67.96,40.25
920,-98.62,67.9,40.24
311,-98.49,67.57,40.36
742,-98.41,67.63,40.22
389,-98.49,67.57,40.3
324,-98.54,67.63,40.36
275,-98.57,67.58,40.32
489,-98.54,67.64,40.24
245,-98.7,67.7,40.36
542,-98.65,67.77,40.25
228,-98.65,67.64,40.37
516,-98.58,67.7,40.24
298,-98.44,67.51,40.36
715,-98.36,67.57,40.23
364,-98.44,67.52,40.3
282,-98.39,67.45,40.36
398,-98.33,67.4,40.26
240,-98.45,67.43,40.32
432,-98.38,67.46,40.25
255,-98.35,67.3,40.29
62,-98.05,67.51,40.66
148,-98.22,67.49,40.59
109,-98.17,67.52,40.66
146,-98.17,67.43,40.59
100,-98.11,67.48,40.67
116,-98.28,67.44,40.59
168,-98.35,67.31,40.39
201,-98.34,67.39,40.44
142,-98.34,67.39,40.52
175,-98.4,67.35,40.38
113,-98.23,67.38,40.59
140,-98.12,67.37,40.59
133,-98.29,67.33,40.52
188,-98.29,67.33,40.44
249,-98.18,67.32,40.44
173,-98.18,67.32,40.52
219,-98.13,67.27,40.45
163,-98.13,67.26,40.51
100,-97.81,67.18,40.49
45,-97.85,67.29,40.59
41,-97.9,67.35,40.59
79,-98.01,67.36,40.67
88,-98.06,67.42,40.67
47,-98,67.47,40.67
42,-97.95,67.41,40.67
131,-98.07,67.31,40.59
85,-97.91,67.24,40.59
93,-97.96,67.3,40.59
176,-98.02,67.21,40.5
216,-98.14,67.09,40.34
148,-97.92,67.09,40.52
208,-98.04,67.01,40.36
123,-97.82,67.01,40.54
254,-97.83,66.92,40.38
218,-97.72,66.83,40.4
43,-97.51,66.83,40.66
178,-97.62,66.72,40.43
52,-97.61,66.94,40.64
63,-97.7,67.06,40.63
148,-97.52,66.64,40.45
123,-97.32,66.39,40.39
55,-97.2,66.46,40.41
50,-97.3,66.58,40.43
37,-97.41,66.72,40.68
252,-98.24,67.22,40.31
379,-98.42,67.73,40.51
171,-98.33,67.71,40.59
81,-98.44,67.82,40.67
207,-98.36,67.77,40.59
248,-98.48,67.68,40.52
243,-98.44,67.64,40.51
199,-98.39,67.69,40.58
139,-98.37,67.66,40.6
27,-97.97,67.52,40.81
37,-98.06,67.62,40.92
59,-98.38,67.64,40.69
63,-98.35,67.64,40.68
119,-98.39,67.63,40.62
143,-98.43,67.59,40.58
113,-98.38,67.63,40.62
247,-98.54,67.63,40.44
237,-98.49,67.57,40.44
169,-98.49,67.57,40.52
174,-98.54,67.63,40.52
29,-98.22,67.64,40.79
49,-98.11,67.55,40.79
72,-98.25,67.58,40.69
145,-98.27,67.55,40.59
106,-98.21,67.56,40.65
58,-98.36,67.59,40.69
72,-98.32,67.57,40.65
119,-98.33,67.5,40.59
124,-98.38,67.56,40.59
227,-98.44,67.51,40.44
215,-98.39,67.45,40.44
151,-98.39,67.45,40.52
160,-98.44,67.51,40.52
182,-98.59,67.69,40.52
140,-98.53,67.74,40.6
168,-98.48,67.77,40.59
353,-98.74,67.82,40.36
274,-98.64,67.75,40.44
193,-98.64,67.75,40.52
373,-98.65,67.85,40.45
137,-98.58,67.79,40.59
64,-98.49,67.79,40.68
71,-98.57,67.83,40.68
119,-98.61,67.86,40.61
334,-98.7,67.92,40.5
117,-98.64,67.96,40.64
137,-98.7,67.7,40.52
192,-98.7,67.7,40.44
131,-98.65,67.64,40.52
181,-98.65,67.64,40.44
150,-98.85,67.73,40.38
554,-98.73,67.84,40.25
210,-98.55,67.52,40.36
483,-98.48,67.58,40.23
257,-98.54,67.53,40.31
218,-98.6,67.58,40.36
339,-98.58,67.59,40.25
135,-98.75,67.61,40.38
368,-98.69,67.71,40.26
331,-98.65,67.65,40.26
202,-98.5,67.46,40.36
462,-98.43,67.52,40.23
247,-98.5,67.47,40.31
193,-98.45,67.4,40.37
254,-98.4,67.35,40.27
300,-98.44,67.43,40.25
220,-98.35,67.27,40.3
79,-98.22,67.49,40.67
86,-98.17,67.43,40.67
51,-98.12,67.48,40.78
68,-98.23,67.38,40.67
64,-98.28,67.44,40.67
86,-98.07,67.31,40.67
86,-98.12,67.37,40.67
90,-98.34,67.39,40.59
115,-98.47,67.31,40.39
143,-98.4,67.34,40.44
105,-98.4,67.34,40.52
135,-98.35,67.28,40.44
100,-98.35,67.28,40.52
87,-98.29,67.33,40.59
111,-98.18,67.32,40.59
109,-98.13,67.26,40.59
70,-98.18,67.32,40.67
72,-98.13,67.26,40.67
120,-98.25,67.22,40.5
66,-97.8,67.18,40.63
66,-97.91,67.24,40.67
42,-97.85,67.29,40.67
71,-97.96,67.3,40.67
40,-97.9,67.35,40.67
47,-98,67.41,40.79
94,-98.02,67.2,40.63
97,-98.15,67.11,40.52
119,-98.26,67.03,40.35
92,-98.04,67.03,40.54
88,-97.92,67.08,40.63
162,-98.05,66.94,40.38
142,-97.53,66.57,40.43
82,-97.82,66.96,40.63
156,-97.95,66.85,40.4
72,-97.72,66.85,40.66
135,-97.84,66.74,40.43
36,-97.5,66.82,40.78
62,-97.62,66.74,40.68
127,-97.74,66.66,40.44
39,-97.6,66.94,40.78
42,-97.7,67.06,40.79
