ppm NH3 Concentration mole,X (m),Y (m),Z (m)
38505,-99.57,68.66,40.29
45901,-99.57,68.67,40.29
32811,-99.56,68.66,40.28
11660,-99.56,68.66,40.28
26246,-99.56,68.66,40.28
23443,-99.57,68.66,40.29
9141,-99.57,68.66,40.29
21027,-99.57,68.66,40.29
7757,-99.57,68.66,40.29
712,-99.57,68.67,40.29
255,-99.57,68.66,40.29
27686,-99.58,68.67,40.32
30651,-99.57,68.67,40.32
8231,-99.57,68.67,40.32
25135,-99.58,68.67,40.32
8154,-99.57,68.67,40.33
8834,-99.57,68.67,40.32
26658,-99.57,68.67,40.3
30028,-99.58,68.67,40.3
25413,-99.58,68.67,40.3
20683,-99.58,68.67,40.3
21061,-99.58,68.67,40.31
17530,-99.57,68.67,40.3
20699,-99.58,68.67,40.3
8467,-99.57,68.67,40.29
8918,-99.57,68.67,40.29
18284,-99.58,68.67,40.31
20420,-99.58,68.67,40.31
18954,-99.58,68.67,40.31
53,-99.57,68.67,40.29
11851,-99.54,68.64,40.3
16370,-99.54,68.64,40.3
27,-99.54,68.64,40.29
135,-99.54,68.64,40.29
1743,-99.54,68.64,40.29
9032,-99.54,68.65,40.29
6561,-99.54,68.65,40.29
51500,-99.55,68.65,40.29
114,-99.54,68.64,40.29
849,-99.54,68.65,40.29
66,-99.54,68.64,40.28
7242,-99.55,68.65,40.29
10768,-99.55,68.65,40.28
277,-99.55,68.65,40.28
1526,-99.55,68.65,40.28
8122,-99.54,68.64,40.32
8976,-99.54,68.64,40.32
24160,-99.54,68.64,40.32
17237,-99.57,68.67,40.33
13972,-99.57,68.67,40.33
21649,-99.57,68.67,40.33
999953,-99.57,68.66,40.3
999915,-99.57,68.66,40.3
33422,-99.57,68.66,40.29
999827,-99.57,68.66,40.3
999705,-99.57,68.66,40.3
16640,-99.57,68.67,40.29
909760,-99.57,68.66,40.29
18727,-99.57,68.66,40.29
11436,-99.57,68.67,40.29
999141,-99.57,68.66,40.29
16421,-99.57,68.67,40.29
15706,-99.55,68.65,40.28
21708,-99.55,68.65,40.28
6796,-99.55,68.65,40.28
8487,-99.55,68.65,40.28
28665,-99.56,68.66,40.28
11411,-99.55,68.65,40.28
12177,-99.56,68.66,40.28
31,-99.56,68.66,40.28
930450,-99.56,68.66,40.29
6487,-99.56,68.66,40.28
127974,-99.56,68.66,40.28
653,-99.56,68.66,40.28
997610,-99.56,68.66,40.29
15165,-99.56,68.66,40.28
936825,-99.56,68.66,40.29
14493,-99.56,68.66,40.29
11182,-99.56,68.66,40.28
9646,-99.56,68.66,40.28
200,-99.56,68.66,40.28
2627,-99.56,68.66,40.28
879076,-99.57,68.66,40.29
4310,-99.57,68.66,40.28
166193,-99.57,68.66,40.29
2921,-99.57,68.66,40.29
11578,-99.57,68.66,40.29
641549,-99.57,68.66,40.29
293,-99.57,68.66,40.28
80,-99.57,68.66,40.28
161974,-99.57,68.66,40.29
123,-99.57,68.67,40.29
102337,-99.57,68.66,40.29
71061,-99.57,68.66,40.29
60,-99.57,68.66,40.28
976670,-99.58,68.67,40.31
971208,-99.58,68.67,40.31
18713,-99.58,68.67,40.32
925090,-99.58,68.67,40.32
951918,-99.58,68.67,40.31
981030,-99.57,68.67,40.32
904945,-99.57,68.67,40.32
9219,-99.58,68.67,40.32
11112,-99.58,68.67,40.32
719804,-99.58,68.67,40.32
1584,-99.57,68.67,40.33
143183,-99.57,68.67,40.33
3900,-99.57,68.67,40.32
525691,-99.57,68.67,40.32
118,-99.58,68.67,40.33
1110,-99.58,68.67,40.32
481,-99.58,68.67,40.32
1605,-99.58,68.67,40.32
949624,-99.58,68.67,40.3
970106,-99.58,68.67,40.31
992395,-99.57,68.67,40.3
971613,-99.57,68.67,40.3
21570,-99.58,68.67,40.3
911401,-99.58,68.67,40.3
12131,-99.58,68.67,40.3
519454,-99.58,68.67,40.3
11349,-99.58,68.67,40.3
11270,-99.58,68.67,40.31
10801,-99.58,68.67,40.3
2799,-99.58,68.67,40.3
430970,-99.57,68.67,40.3
896322,-99.57,68.67,40.3
10287,-99.58,68.67,40.3
111803,-99.58,68.67,40.3
360,-99.57,68.67,40.29
1957,-99.57,68.67,40.29
136023,-99.57,68.67,40.29
51,-99.58,68.67,40.29
334,-99.58,68.67,40.29
2878,-99.58,68.67,40.3
575,-99.58,68.67,40.3
9505,-99.58,68.67,40.32
10358,-99.58,68.67,40.31
10820,-99.58,68.67,40.31
10056,-99.58,68.67,40.31
36391,-99.58,68.66,40.29
2445,-99.58,68.66,40.29
9399,-99.54,68.64,40.33
4901,-99.54,68.64,40.33
25279,-99.54,68.65,40.33
11301,-99.54,68.65,40.33
20198,-99.54,68.65,40.33
16693,-99.54,68.65,40.33
34466,-99.55,68.65,40.33
497,-99.55,68.65,40.34
1833,-99.56,68.65,40.34
33694,-99.56,68.66,40.34
36488,-99.56,68.66,40.33
14810,-99.56,68.66,40.34
62793,-99.56,68.66,40.33
33121,-99.57,68.66,40.33
27848,-99.57,68.66,40.33
35760,-99.57,68.66,40.33
15974,-99.57,68.66,40.33
247,-99.57,68.66,40.33
7718,-99.57,68.66,40.33
16652,-99.57,68.66,40.33
395,-99.57,68.66,40.33
6420,-99.57,68.67,40.33
14389,-99.56,68.66,40.34
5519,-99.53,68.64,40.32
19459,-99.53,68.64,40.31
17720,-99.53,68.64,40.3
9463,-99.53,68.64,40.3
2912,-99.53,68.64,40.3
6789,-99.54,68.64,40.3
30094,-99.54,68.64,40.3
17682,-99.54,68.64,40.3
11760,-99.54,68.64,40.3
145,-99.53,68.64,40.3
4320,-99.54,68.64,40.3
37,-99.53,68.64,40.29
378,-99.54,68.64,40.29
9231,-99.54,68.64,40.3
158087,-99.54,68.64,40.3
912099,-99.54,68.64,40.3
11731,-99.54,68.64,40.29
6322,-99.54,68.64,40.29
69,-99.54,68.64,40.29
8564,-99.54,68.64,40.29
938,-99.54,68.64,40.29
17475,-99.54,68.64,40.29
108,-99.54,68.64,40.29
48744,-99.54,68.64,40.29
1839,-99.54,68.64,40.29
19446,-99.54,68.64,40.29
17315,-99.54,68.64,40.29
102478,-99.54,68.64,40.29
14801,-99.54,68.64,40.29
26810,-99.54,68.64,40.29
174282,-99.54,68.64,40.29
21023,-99.54,68.65,40.29
709617,-99.54,68.65,40.29
20526,-99.54,68.65,40.29
960609,-99.55,68.65,40.29
246,-99.54,68.64,40.29
18193,-99.54,68.64,40.29
335,-99.54,68.64,40.28
51208,-99.54,68.64,40.29
100403,-99.54,68.64,40.29
14525,-99.54,68.64,40.28
51,-99.54,68.64,40.28
42069,-99.55,68.64,40.28
2109,-99.55,68.64,40.28
193691,-99.55,68.65,40.29
301359,-99.55,68.65,40.29
68476,-99.55,68.65,40.28
39,-99.55,68.65,40.28
94736,-99.55,68.65,40.28
96,-99.55,68.65,40.28
20967,-99.53,68.64,40.31
19211,-99.53,68.64,40.31
5747,-99.53,68.64,40.31
14163,-99.53,68.64,40.31
8723,-99.53,68.64,40.32
27812,-99.54,68.64,40.31
16575,-99.54,68.64,40.32
844300,-99.54,68.64,40.32
981539,-99.54,68.64,40.32
6240,-99.54,68.64,40.32
273040,-99.54,68.64,40.32
934956,-99.54,68.64,40.32
8402,-99.54,68.64,40.32
4369,-99.54,68.64,40.32
392,-99.54,68.64,40.33
7387,-99.54,68.64,40.33
15413,-99.54,68.64,40.33
15741,-99.54,68.64,40.33
999978,-99.56,68.66,40.32
999928,-99.56,68.66,40.33
999930,-99.57,68.66,40.32
999856,-99.57,68.66,40.32
999599,-99.57,68.66,40.32
999659,-99.57,68.66,40.32
998703,-99.57,68.66,40.33
998795,-99.57,68.66,40.33
996951,-99.57,68.66,40.32
989771,-99.57,68.67,40.32
992855,-99.57,68.66,40.32
948373,-99.57,68.66,40.33
472593,-99.57,68.67,40.33
957793,-99.57,68.67,40.32
999973,-99.57,68.66,40.31
999960,-99.57,68.66,40.32
999972,-99.57,68.66,40.31
999970,-99.57,68.66,40.31
999987,-99.57,68.66,40.31
999981,-99.57,68.66,40.31
996411,-99.57,68.67,40.31
996089,-99.57,68.67,40.31
998521,-99.57,68.66,40.32
995075,-99.57,68.67,40.31
995931,-99.57,68.67,40.32
993456,-99.57,68.67,40.32
999967,-99.57,68.66,40.31
999957,-99.57,68.66,40.3
999933,-99.57,68.66,40.3
999875,-99.57,68.66,40.3
999978,-99.57,68.66,40.31
999971,-99.57,68.66,40.3
995926,-99.57,68.67,40.31
994618,-99.57,68.67,40.3
998946,-99.57,68.66,40.3
998019,-99.57,68.66,40.3
997834,-99.57,68.67,40.3
995196,-99.57,68.67,40.3
996240,-99.56,68.66,40.29
999891,-99.56,68.66,40.29
999564,-99.56,68.66,40.29
999732,-99.57,68.66,40.3
999331,-99.57,68.66,40.3
998390,-99.57,68.66,40.29
993970,-99.57,68.66,40.29
978552,-99.57,68.66,40.29
997696,-99.57,68.66,40.29
995714,-99.57,68.66,40.3
988552,-99.57,68.66,40.3
945868,-99.57,68.67,40.3
988049,-99.57,68.67,40.3
604224,-99.57,68.66,40.29
185737,-99.57,68.66,40.29
957013,-99.57,68.66,40.29
651739,-99.57,68.67,40.29
981605,-99.55,68.65,40.29
628872,-99.55,68.65,40.29
994160,-99.55,68.65,40.29
888664,-99.55,68.65,40.29
132966,-99.55,68.65,40.28
251,-99.55,68.65,40.28
4623,-99.55,68.65,40.28
113266,-99.55,68.65,40.28
632,-99.55,68.65,40.28
997620,-99.55,68.65,40.29
994853,-99.56,68.66,40.29
946813,-99.55,68.65,40.29
21129,-99.55,68.65,40.28
938634,-99.56,68.66,40.29
9729,-99.55,68.65,40.28
817,-99.55,68.65,40.28
258662,-99.56,68.65,40.28
8977,-99.56,68.65,40.28
1243,-99.56,68.65,40.28
1579,-99.56,68.66,40.28
41,-99.55,68.65,40.28
30,-99.56,68.65,40.28
14073,-99.56,68.65,40.28
72,-99.57,68.66,40.28
868716,-99.56,68.66,40.29
259653,-99.56,68.66,40.28
63319,-99.56,68.66,40.28
979452,-99.56,68.66,40.29
732534,-99.56,68.66,40.29
963524,-99.56,68.66,40.29
331974,-99.56,68.66,40.29
183676,-99.56,68.66,40.28
77,-99.56,68.66,40.28
50679,-99.56,68.66,40.28
44,-99.56,68.66,40.28
364,-99.56,68.66,40.28
102023,-99.56,68.66,40.28
785347,-99.57,68.66,40.29
239195,-99.57,68.66,40.29
107116,-99.57,68.66,40.29
405320,-99.57,68.66,40.29
14043,-99.57,68.66,40.28
58352,-99.57,68.66,40.28
26,-99.57,68.66,40.28
39511,-99.57,68.66,40.28
200548,-99.57,68.66,40.29
69084,-99.57,68.66,40.29
19600,-99.57,68.66,40.29
52105,-99.57,68.66,40.29
105,-99.57,68.67,40.33
883843,-99.58,68.67,40.31
872599,-99.58,68.67,40.31
706074,-99.58,68.67,40.32
833425,-99.58,68.67,40.31
135543,-99.58,68.67,40.32
155774,-99.58,68.67,40.31
187305,-99.58,68.67,40.31
173017,-99.58,68.67,40.31
911950,-99.58,68.67,40.32
783959,-99.58,68.67,40.32
208156,-99.58,68.67,40.32
355458,-99.58,68.67,40.32
102970,-99.58,68.67,40.33
333069,-99.58,68.67,40.32
30,-99.58,68.67,40.33
40625,-99.58,68.67,40.33
74149,-99.58,68.67,40.32
46,-99.58,68.67,40.32
154,-99.58,68.67,40.32
89512,-99.58,68.67,40.32
84,-99.58,68.67,40.32
250,-99.58,68.67,40.32
96893,-99.58,68.67,40.32
827389,-99.58,68.67,40.3
870080,-99.58,68.67,40.31
948048,-99.58,68.67,40.3
900556,-99.58,68.67,40.3
697772,-99.58,68.67,40.3
335890,-99.58,68.67,40.3
1279,-99.58,68.67,40.3
162413,-99.58,68.67,40.3
2178,-99.58,68.67,40.31
180972,-99.58,68.67,40.31
550,-99.58,68.67,40.3
190,-99.58,68.67,40.3
136638,-99.58,68.67,40.3
428,-99.58,68.67,40.3
99325,-99.58,68.67,40.3
380640,-99.58,68.67,40.3
767618,-99.58,68.67,40.3
97701,-99.58,68.67,40.3
212323,-99.58,68.67,40.3
74185,-99.58,68.67,40.29
156661,-99.58,68.67,40.29
42211,-99.58,68.67,40.29
49,-99.58,68.67,40.29
68513,-99.58,68.67,40.29
90,-99.58,68.67,40.3
57,-99.58,68.67,40.3
220,-99.58,68.67,40.3
93505,-99.58,68.67,40.3
247,-99.58,68.67,40.32
707,-99.58,68.67,40.31
2198,-99.58,68.67,40.31
1537,-99.58,68.67,40.31
28121,-99.58,68.66,40.29
2596,-99.58,68.67,40.29
235,-99.58,68.67,40.29
2745,-99.58,68.66,40.29
139,-99.58,68.67,40.29
53,-99.54,68.64,40.33
1369,-99.54,68.64,40.33
266805,-99.54,68.64,40.33
720,-99.54,68.64,40.33
139185,-99.54,68.64,40.33
849496,-99.54,68.65,40.33
219183,-99.54,68.64,40.33
187,-99.54,68.64,40.33
1855,-99.54,68.65,40.33
980070,-99.54,68.65,40.33
800437,-99.54,68.65,40.33
19720,-99.54,68.65,40.33
21530,-99.55,68.65,40.33
10602,-99.54,68.65,40.33
9773,-99.55,68.65,40.33
89,-99.54,68.64,40.34
303,-99.55,68.65,40.34
1535,-99.55,68.65,40.34
9422,-99.55,68.65,40.33
5501,-99.55,68.65,40.34
7165,-99.55,68.65,40.34
11285,-99.55,68.65,40.33
8131,-99.55,68.65,40.34
10981,-99.56,68.65,40.34
21032,-99.55,68.65,40.34
973569,-99.55,68.65,40.33
25643,-99.55,68.65,40.33
192,-99.55,68.65,40.34
265,-99.55,68.65,40.34
56285,-99.55,68.65,40.34
39,-99.56,68.65,40.34
1017,-99.56,68.65,40.34
67464,-99.56,68.65,40.34
999404,-99.56,68.66,40.33
997037,-99.56,68.66,40.33
951434,-99.56,68.66,40.33
944985,-99.56,68.66,40.33
260538,-99.56,68.65,40.34
7581,-99.56,68.66,40.34
158762,-99.56,68.66,40.34
999733,-99.56,68.66,40.33
