ppm HF Concentration mole,X (m),Y (m),Z (m)
6190,54.78,78.73,41.34
191825,54.78,78.73,41.33
57213,54.78,78.73,41.33
131432,54.78,78.73,41.33
60307,54.78,78.73,41.34
47607,54.77,78.73,41.34
7433,54.78,78.73,41.34
22984,54.78,78.73,41.34
22119,54.78,78.73,41.34
588345,54.78,78.73,41.34
7726,54.78,78.73,41.34
19379,54.78,78.73,41.34
6968,54.78,78.73,41.34
115031,54.78,78.73,41.34
19173,54.78,78.73,41.34
71628,54.78,78.73,41.34
772091,54.78,78.73,41.34
643872,54.78,78.73,41.34
763207,54.78,78.73,41.34
46170,54.78,78.73,41.34
545011,54.78,78.73,41.33
589819,54.78,78.73,41.33
27674,54.78,78.73,41.33
12934,54.77,78.73,41.34
690858,54.77,78.73,41.33
869394,54.77,78.73,41.34
864599,54.78,78.73,41.33
4527,54.78,78.73,41.34
2599,54.78,78.73,41.34
6679,54.78,78.73,41.34
1817,54.78,78.73,41.34
435977,54.78,78.73,41.33
11276,54.78,78.73,41.33
8892,54.78,78.73,41.33
2975,54.78,78.73,41.33
505209,54.77,78.73,41.33
400703,54.78,78.73,41.33
419196,54.77,78.73,41.32
580989,54.77,78.73,41.33
559536,54.78,78.73,41.33
282743,54.78,78.73,41.33
36414,54.78,78.73,41.33
560074,54.78,78.73,41.33
53426,54.78,78.73,41.33
301917,54.78,78.73,41.33
211118,54.78,78.73,41.33
19435,54.78,78.73,41.33
6699,54.78,78.73,41.33
2643,54.78,78.73,41.33
800359,54.78,78.73,41.34
440126,54.78,78.73,41.34
33111,54.78,78.73,41.34
380188,54.77,78.73,41.34
454615,54.78,78.73,41.34
370577,54.77,78.73,41.34
10419,54.78,78.73,41.34
65423,54.77,78.73,41.34
11563,54.77,78.73,41.34
5304,54.77,78.73,41.34
5181,54.78,78.73,41.34
1993,54.78,78.73,41.35
667116,54.78,78.73,41.34
749731,54.78,78.73,41.34
799133,54.78,78.73,41.34
716298,54.78,78.73,41.34
729666,54.78,78.73,41.34
612608,54.78,78.73,41.33
829661,54.78,78.73,41.33
466479,54.78,78.73,41.33
723713,54.78,78.73,41.33
398114,54.78,78.73,41.33
9528,54.78,78.73,41.34
7623,54.78,78.73,41.34
64442,54.78,78.73,41.34
4309,54.78,78.73,41.34
136399,54.78,78.73,41.34
482624,54.78,78.73,41.34
90066,54.78,78.73,41.34
579692,54.78,78.73,41.34
414579,54.78,78.73,41.34
472427,54.78,78.73,41.34
9554,54.78,78.73,41.34
50317,54.78,78.73,41.34
7173,54.78,78.73,41.34
2619,54.78,78.73,41.34
1305,54.78,78.73,41.34
154181,54.78,78.73,41.33
309723,54.78,78.73,41.34
11599,54.78,78.73,41.34
7171,54.78,78.73,41.34
92717,54.78,78.73,41.34
280302,54.78,78.73,41.34
8973,54.78,78.73,41.34
313070,54.78,78.73,41.34
349193,54.78,78.73,41.34
368862,54.78,78.73,41.34
396391,54.78,78.73,41.34
257043,54.78,78.73,41.34
287191,54.78,78.73,41.34
226820,54.78,78.73,41.34
6917,54.78,78.73,41.34
206846,54.78,78.73,41.33
9365,54.78,78.73,41.33
213993,54.78,78.73,41.33
149336,54.78,78.73,41.33
568876,54.77,78.73,41.33
703419,54.77,78.73,41.33
617402,54.77,78.73,41.33
522967,54.77,78.73,41.33
645761,54.77,78.73,41.33
472936,54.77,78.73,41.33
425704,54.77,78.73,41.33
362477,54.77,78.73,41.32
412013,54.77,78.73,41.32
126642,54.77,78.73,41.34
691821,54.77,78.73,41.34
80347,54.77,78.73,41.34
69625,54.77,78.73,41.34
43166,54.77,78.73,41.34
