ppm NH3 Concentration mole,X (m),Y (m),Z (m)
231598,-99.57,68.66,40.29
388947,-99.57,68.67,40.29
10566,-99.56,68.66,40.28
7753,-99.56,68.66,40.28
99413,-99.56,68.66,40.28
10397,-99.57,68.66,40.29
12740,-99.57,68.66,40.29
42085,-99.57,68.66,40.29
12051,-99.57,68.66,40.29
9098,-99.57,68.67,40.29
3252,-99.57,68.66,40.29
758270,-99.58,68.67,40.32
821208,-99.57,68.67,40.32
814720,-99.57,68.67,40.32
783935,-99.58,68.67,40.32
796925,-99.57,68.67,40.33
823300,-99.57,68.67,40.32
174712,-99.57,68.67,40.3
268945,-99.58,68.67,40.3
182283,-99.58,68.67,40.3
357559,-99.58,68.67,40.3
493167,-99.58,68.67,40.31
97319,-99.57,68.67,40.3
99774,-99.58,68.67,40.3
43456,-99.57,68.67,40.29
74731,-99.57,68.67,40.29
697180,-99.58,68.67,40.31
595229,-99.58,68.67,40.31
657617,-99.58,68.67,40.31
3208,-99.57,68.67,40.29
1141,-99.57,68.67,40.29
37357,-99.54,68.64,40.3
62,-99.54,68.64,40.29
561,-99.54,68.64,40.29
4212,-99.54,68.65,40.29
19550,-99.54,68.65,40.29
77748,-99.55,68.65,40.29
63,-99.54,68.64,40.29
437,-99.54,68.65,40.29
43,-99.54,68.64,40.28
2457,-99.55,68.65,40.29
6020,-99.55,68.65,40.28
179,-99.55,68.65,40.28
479,-99.55,68.65,40.28
90365,-99.54,68.64,40.32
134988,-99.54,68.64,40.32
280231,-99.54,68.64,40.32
853736,-99.57,68.67,40.33
829649,-99.57,68.67,40.33
870035,-99.57,68.67,40.33
930245,-99.57,68.66,40.3
919148,-99.57,68.66,40.3
45187,-99.57,68.66,40.29
911527,-99.57,68.66,40.3
904814,-99.57,68.66,40.3
72804,-99.57,68.67,40.29
431794,-99.57,68.66,40.29
68070,-99.57,68.66,40.29
27066,-99.57,68.67,40.29
829631,-99.57,68.66,40.29
72707,-99.57,68.67,40.29
6910,-99.55,68.65,40.28
5160,-99.55,68.65,40.28
1017,-99.55,68.65,40.28
4516,-99.55,68.65,40.28
14379,-99.56,68.66,40.28
29600,-99.55,68.65,40.28
2356,-99.56,68.66,40.28
82,-99.56,68.66,40.28
77,-99.57,68.66,40.28
253155,-99.56,68.66,40.29
3025,-99.56,68.66,40.28
13367,-99.56,68.66,40.28
406,-99.56,68.66,40.28
793884,-99.56,68.66,40.29
41785,-99.56,68.66,40.28
444929,-99.56,68.66,40.29
52778,-99.56,68.66,40.29
15740,-99.56,68.66,40.28
4282,-99.56,68.66,40.28
688,-99.56,68.66,40.28
4099,-99.56,68.66,40.28
151960,-99.57,68.66,40.29
5388,-99.57,68.66,40.28
18894,-99.57,68.66,40.29
3776,-99.57,68.66,40.29
18649,-99.57,68.66,40.29
98400,-99.57,68.66,40.29
277,-99.57,68.66,40.28
1164,-99.57,68.66,40.28
1032,-99.57,68.66,40.28
11591,-99.57,68.66,40.29
4261,-99.57,68.67,40.29
9244,-99.57,68.66,40.29
1217,-99.57,68.67,40.29
3202,-99.57,68.66,40.29
1620,-99.57,68.66,40.28
827757,-99.58,68.67,40.31
845760,-99.58,68.67,40.31
613068,-99.58,68.67,40.32
827263,-99.58,68.67,40.32
832490,-99.58,68.67,40.31
850691,-99.57,68.67,40.32
839557,-99.57,68.67,40.32
558377,-99.58,68.67,40.32
584823,-99.58,68.67,40.32
810701,-99.58,68.67,40.32
673291,-99.57,68.67,40.33
741959,-99.57,68.67,40.33
729531,-99.57,68.67,40.32
804337,-99.57,68.67,40.32
548994,-99.58,68.67,40.33
543234,-99.58,68.67,40.32
437805,-99.58,68.67,40.32
396289,-99.58,68.67,40.32
628915,-99.58,68.67,40.3
763553,-99.58,68.67,40.31
612141,-99.57,68.67,40.3
486249,-99.57,68.67,40.3
163225,-99.58,68.67,40.3
458024,-99.58,68.67,40.3
96360,-99.58,68.67,40.3
236886,-99.58,68.67,40.3
130468,-99.58,68.67,40.3
179359,-99.58,68.67,40.31
86050,-99.58,68.67,40.3
56049,-99.58,68.67,40.3
119458,-99.57,68.67,40.3
300481,-99.57,68.67,40.3
52516,-99.58,68.67,40.3
119456,-99.58,68.67,40.3
10991,-99.57,68.67,40.29
22731,-99.57,68.67,40.29
40150,-99.57,68.67,40.29
6743,-99.58,68.67,40.29
14279,-99.58,68.67,40.29
30016,-99.58,68.67,40.3
38458,-99.58,68.67,40.3
356622,-99.58,68.67,40.32
329103,-99.58,68.67,40.31
229701,-99.58,68.67,40.31
280789,-99.58,68.67,40.31
2047,-99.58,68.67,40.29
2778,-99.58,68.66,40.29
1596,-99.58,68.67,40.29
577,-99.58,68.67,40.29
1027,-99.58,68.66,40.29
679,-99.58,68.67,40.29
1422,-99.58,68.67,40.29
24495,-99.53,68.64,40.32
90914,-99.54,68.64,40.33
70874,-99.54,68.64,40.33
518251,-99.54,68.65,40.33
329615,-99.54,68.65,40.33
695185,-99.54,68.65,40.33
602732,-99.54,68.65,40.33
877086,-99.55,68.65,40.33
649682,-99.55,68.65,40.34
701923,-99.56,68.65,40.34
896093,-99.56,68.66,40.34
899793,-99.56,68.66,40.33
833796,-99.56,68.66,40.34
894686,-99.56,68.66,40.33
888206,-99.57,68.66,40.33
880304,-99.57,68.66,40.33
889165,-99.57,68.66,40.33
844386,-99.57,68.66,40.33
718205,-99.57,68.66,40.33
766025,-99.57,68.66,40.33
824389,-99.57,68.66,40.33
757251,-99.57,68.66,40.33
799397,-99.57,68.67,40.33
819925,-99.56,68.66,40.34
6582,-99.53,68.64,40.31
7512,-99.53,68.64,40.3
6357,-99.53,68.64,40.3
880,-99.53,68.64,40.3
8903,-99.54,68.64,40.3
37609,-99.54,68.64,40.3
16934,-99.54,68.64,40.3
14009,-99.54,68.64,40.3
59,-99.53,68.64,40.3
834,-99.54,68.64,40.3
161,-99.54,68.64,40.29
9191,-99.54,68.64,40.3
79664,-99.54,68.64,40.3
565506,-99.54,68.64,40.3
8362,-99.54,68.64,40.29
1555,-99.54,68.64,40.29
26,-99.54,68.64,40.29
1064,-99.54,68.64,40.29
196,-99.54,68.64,40.29
30,-99.54,68.64,40.29
66,-99.54,68.64,40.29
281,-99.54,68.64,40.29
4139,-99.54,68.64,40.29
764,-99.54,68.64,40.29
3043,-99.54,68.64,40.29
9660,-99.54,68.64,40.29
15617,-99.54,68.65,40.29
113008,-99.54,68.65,40.29
647293,-99.55,68.65,40.29
29,-99.54,68.64,40.29
197,-99.54,68.64,40.29
28,-99.55,68.64,40.28
1267,-99.55,68.65,40.29
5872,-99.55,68.65,40.29
138,-99.55,68.65,40.28
510,-99.55,68.65,40.28
45,-99.55,68.65,40.28
8912,-99.53,68.64,40.31
9616,-99.53,68.64,40.31
2242,-99.53,68.64,40.31
12587,-99.53,68.64,40.31
15383,-99.53,68.64,40.32
180160,-99.54,68.64,40.31
149163,-99.54,68.64,40.32
333677,-99.54,68.64,40.32
842093,-99.54,68.64,40.32
40390,-99.54,68.64,40.32
193097,-99.54,68.64,40.32
740000,-99.54,68.64,40.32
81174,-99.54,68.64,40.32
11025,-99.54,68.64,40.32
2652,-99.54,68.64,40.33
28931,-99.54,68.64,40.33
345985,-99.54,68.64,40.33
231564,-99.54,68.64,40.33
949953,-99.56,68.66,40.32
950610,-99.56,68.66,40.33
932826,-99.57,68.66,40.32
933783,-99.57,68.66,40.32
891787,-99.57,68.66,40.32
934154,-99.57,68.66,40.32
886097,-99.57,68.66,40.33
933416,-99.57,68.66,40.33
758600,-99.57,68.66,40.32
798276,-99.57,68.67,40.32
783524,-99.57,68.66,40.32
778862,-99.57,68.66,40.33
781547,-99.57,68.67,40.33
810323,-99.57,68.67,40.32
929562,-99.57,68.66,40.31
931153,-99.57,68.66,40.32
927075,-99.57,68.66,40.31
919445,-99.57,68.66,40.31
954186,-99.57,68.66,40.31
947043,-99.57,68.66,40.31
747595,-99.57,68.67,40.31
780036,-99.57,68.67,40.31
752163,-99.57,68.66,40.32
805884,-99.57,68.67,40.31
788306,-99.57,68.67,40.32
824676,-99.57,68.67,40.32
913212,-99.57,68.66,40.31
901974,-99.57,68.66,40.3
879618,-99.57,68.66,40.3
841543,-99.57,68.66,40.3
943763,-99.57,68.66,40.31
938759,-99.57,68.66,40.3
707794,-99.57,68.67,40.31
659393,-99.57,68.67,40.3
453240,-99.57,68.66,40.3
377287,-99.57,68.66,40.3
504550,-99.57,68.67,40.3
432501,-99.57,68.67,40.3
517380,-99.56,68.66,40.29
864969,-99.56,68.66,40.29
849951,-99.56,68.66,40.29
801191,-99.57,68.66,40.3
758020,-99.57,68.66,40.3
476719,-99.57,68.66,40.29
407447,-99.57,68.66,40.29
457089,-99.57,68.66,40.29
677347,-99.57,68.66,40.29
307754,-99.57,68.66,40.3
245698,-99.57,68.66,40.3
253712,-99.57,68.67,40.3
369485,-99.57,68.67,40.3
58110,-99.57,68.66,40.29
29763,-99.57,68.66,40.29
179974,-99.57,68.66,40.29
110787,-99.57,68.67,40.29
227249,-99.55,68.65,40.29
31805,-99.55,68.65,40.29
414207,-99.55,68.65,40.29
154923,-99.55,68.65,40.29
1211,-99.55,68.65,40.28
95,-99.55,68.65,40.28
1879,-99.55,68.65,40.28
4446,-99.55,68.65,40.28
200,-99.55,68.65,40.28
746694,-99.55,68.65,40.29
343376,-99.56,68.66,40.29
492388,-99.55,68.65,40.29
29266,-99.55,68.65,40.28
166629,-99.56,68.66,40.29
5527,-99.55,68.65,40.28
473,-99.55,68.65,40.28
7804,-99.56,68.65,40.28
4472,-99.56,68.65,40.28
764,-99.56,68.65,40.28
360,-99.56,68.66,40.28
29,-99.55,68.65,40.28
102,-99.55,68.65,40.28
54,-99.56,68.65,40.28
51,-99.56,68.66,40.28
60,-99.56,68.65,40.28
62,-99.56,68.66,40.28
65,-99.57,68.66,40.28
28,-99.57,68.66,40.28
59,-99.57,68.66,40.28
64,-99.57,68.66,40.28
66,-99.57,68.66,40.28
29487,-99.56,68.66,40.29
2580,-99.56,68.66,40.28
317,-99.56,68.66,40.28
142507,-99.56,68.66,40.29
41877,-99.56,68.66,40.29
182885,-99.56,68.66,40.29
25545,-99.56,68.66,40.29
3221,-99.56,68.66,40.28
325,-99.56,68.66,40.28
447,-99.56,68.66,40.28
302,-99.56,68.66,40.28
1912,-99.56,68.66,40.28
3733,-99.56,68.66,40.28
23746,-99.57,68.66,40.29
4617,-99.57,68.66,40.29
3560,-99.57,68.66,40.29
18353,-99.57,68.66,40.29
204,-99.57,68.66,40.28
200,-99.57,68.66,40.28
172,-99.57,68.66,40.28
865,-99.57,68.66,40.28
555,-99.57,68.66,40.28
906,-99.57,68.66,40.28
4088,-99.57,68.66,40.29
3389,-99.57,68.66,40.29
174,-99.57,68.66,40.28
431,-99.57,68.66,40.28
1034,-99.57,68.66,40.29
1243,-99.57,68.66,40.29
451,-99.57,68.66,40.28
597832,-99.57,68.67,40.33
628501,-99.57,68.67,40.33
319045,-99.58,68.67,40.31
362413,-99.58,68.67,40.31
438645,-99.58,68.67,40.32
397629,-99.58,68.67,40.31
344862,-99.58,68.67,40.32
319444,-99.58,68.67,40.31
242614,-99.58,68.67,40.31
285346,-99.58,68.67,40.31
488438,-99.58,68.67,40.32
499690,-99.58,68.67,40.32
465305,-99.58,68.67,40.32
468816,-99.58,68.67,40.32
500582,-99.58,68.67,40.33
507097,-99.58,68.67,40.32
483220,-99.58,68.67,40.33
443523,-99.58,68.67,40.33
458658,-99.58,68.67,40.32
366051,-99.58,68.67,40.33
284267,-99.58,68.67,40.32
368404,-99.58,68.67,40.32
261694,-99.58,68.67,40.32
354586,-99.58,68.67,40.32
387715,-99.58,68.67,40.32
229690,-99.58,68.67,40.32
325759,-99.58,68.67,40.32
364889,-99.58,68.67,40.32
202693,-99.58,68.67,40.3
264482,-99.58,68.67,40.31
