ppm HF Concentration mole,X (m),Y (m),Z (m)
8,84.25,65.83,40.24
9,84.27,65.77,40.29
7,84.27,65.83,40.32
9,84.27,65.79,40.24
12,84.26,65.74,40.31
11,84.28,65.76,40.37
4,84.38,65.84,40.36
2,84.57,65.84,40.35
6,84.38,65.73,40.25
13,84.27,65.73,40.36
7,84.38,65.76,40.39
6,84.39,65.83,40.55
2,84.59,65.72,40.25
2,84.57,65.76,40.38
2,84.59,65.83,40.56
20,84.26,65.61,40.26
11,84.26,65.83,40.58
4,84.48,65.6,40.26
9,84.37,65.68,40.41
9,84.39,65.73,40.56
7,84.39,65.82,40.69
2,84.59,65.82,40.69
2,84.6,65.66,40.41
2,84.59,65.73,40.57
29,84.24,65.37,40.3
12,84.36,65.48,40.28
23,84.26,65.6,40.42
19,84.26,65.72,40.59
15,84.26,65.81,40.72
4,84.48,65.59,40.42
10,84.38,65.65,40.56
9,84.39,65.7,40.69
5,84.48,65.81,40.74
2,84.59,65.7,40.69
2,84.6,65.64,40.56
10,84.34,65.29,40.33
30,84.24,65.39,40.45
4,84.46,65.36,40.31
12,84.36,65.48,40.43
25,84.26,65.59,40.56
24,84.26,65.68,40.73
29,84.14,65.8,40.91
16,84.25,65.8,40.85
5,84.48,65.58,40.56
9,84.39,65.62,40.68
5,84.48,65.68,40.75
5,84.49,65.8,40.87
3,84.61,65.81,41.06
2,84.67,65.81,40.88
2,84.59,65.61,40.68
41,84.03,65.79,41.06
2,84.71,65.82,41.39
3,84.62,65.82,41.19
2,84.71,65.82,41.54
2,84.71,65.82,41.46
38,84.02,65.78,41.2
10,84.34,65.22,40.34
10,84.34,65.31,40.47
30,84.24,65.37,40.57
58,84.14,65.49,40.72
4,84.46,65.37,40.46
12,84.36,65.48,40.57
26,84.26,65.57,40.71
47,84.14,65.63,40.91
24,84.25,65.64,40.85
29,84.14,65.79,41.04
11,84.35,65.8,40.91
5,84.49,65.8,41.03
5,84.48,65.56,40.71
5,84.49,65.65,40.87
2,84.68,65.82,41.01
2,84.61,65.69,41.06
121,84.02,65.4,40.72
70,84.12,65.27,40.56
28,84.22,65.15,40.35
103,84.02,65.39,40.88
67,84.03,65.6,41.06
26,84.15,65.79,41.19
2,84.71,65.75,41.39
2,84.62,65.71,41.19
6,84.47,65.81,41.19
3,84.6,65.82,41.35
2,84.8,65.82,41.69
2,84.71,65.75,41.54
2,84.71,65.75,41.47
2,84.72,65.82,41.62
2,84.72,65.82,41.68
3,84.6,65.82,41.5
59,84.02,65.59,41.2
34,84.02,65.78,41.35
2,84.82,65.82,41.79
2,84.8,65.82,41.76
4,84.44,65.14,40.36
11,84.34,65.26,40.57
29,84.24,65.38,40.72
54,84.14,65.48,40.87
4,84.46,65.36,40.57
12,84.36,65.47,40.72
25,84.25,65.53,40.84
44,84.14,65.6,41.04
13,84.34,65.63,40.91
12,84.33,65.79,41.04
2,84.58,65.46,40.72
5,84.48,65.53,40.87
6,84.49,65.65,41.03
2,84.61,65.61,41.07
66,84.12,65.28,40.72
32,84.22,65.16,40.58
22,84.26,64.98,40.38
59,84.12,65.28,40.88
85,84.02,65.39,41.04
68,84.02,65.39,41.19
38,84.15,65.59,41.19
12,84.32,65.79,41.19
23,84.15,65.79,41.35
2,84.62,65.63,41.2
7,84.47,65.67,41.19
3,84.6,65.72,41.35
7,84.45,65.81,41.35
2,84.75,65.82,41.71
2,84.72,65.74,41.62
2,84.72,65.73,41.68
3,84.6,65.72,41.51
