ppm HF Concentration mole,X (m),Y (m),Z (m)
15,148.99,86.13,61.64
15,149.08,86.2,61.64
15,149.02,86.17,61.73
16,148.98,86.13,61.34
15,149.08,86.2,61.34
16,148.5,86.13,61.63
15,149.08,86.52,61.64
15,148.8,86.13,61.63
15,148.8,86.32,61.46
15,148.88,86.39,61.46
15,148.83,86.37,61.53
15,148.53,86.19,61.73
15,148.82,86.3,61.73
15,149,86.52,61.73
16,148.98,86.13,60.94
16,149.08,86.2,60.95
16,148.79,86.13,61.33
16,148.8,86.32,61.21
17,148.48,86.13,61.33
16,148.88,86.39,61.2
15,149.08,86.54,61.33
16,148.28,86.13,61.67
16,148.36,86.32,61.45
15,148.88,86.68,61.46
15,149.08,86.78,61.67
16,148.64,86.32,61.46
16,148.71,86.49,61.34
16,148.02,86.13,61.64
15,148.38,86.38,61.53
15,148.81,86.69,61.53
15,148.65,86.49,61.53
15,148.02,86.2,61.73
15,148.3,86.34,61.73
15,148.58,86.56,61.73
15,148.86,86.79,61.73
23,149,87.09,58.65
17,148.49,86.12,60.61
16,148.98,86.13,60.56
16,149.08,86.2,60.55
16,149.08,86.55,60.53
16,148.79,86.13,60.57
16,149.08,86.55,60.92
17,148.79,86.13,60.94
16,148.8,86.32,60.86
16,148.88,86.39,60.86
16,148.63,86.32,61.2
16,148.71,86.49,61.11
21,148.78,86.73,58.64
17,148.48,86.12,60.96
17,148.35,86.32,61.2
17,148.01,86.13,61.35
9,145.68,86.11,58.76
10,145.68,86.21,58.63
16,148.88,86.69,61.2
16,149.08,87.01,61.42
16,148.16,86.32,61.48
16,148.29,86.5,61.34
16,148.69,86.79,61.34
16,148.88,86.92,61.48
16,148.54,86.6,61.34
16,147.54,86.13,61.65
16,147.92,86.32,61.46
16,147.92,86.39,61.53
16,148.18,86.52,61.53
16,148.68,86.94,61.53
16,148.43,86.73,61.53
15,149.01,87.01,61.73
15,147.79,86.39,61.73
15,148.06,86.62,61.73
15,148.34,86.84,61.73
16,148.62,87.07,61.73
15,147.54,86.22,61.73
20,149.07,87.07,59.12
16,149.07,87.03,60.72
16,149.07,87.06,59.98
23,148.82,87.17,58.85
24,148.8,87.6,58.65
19,148.34,86.12,60.08
18,148.11,86.11,60.68
18,148.35,86.31,60.54
17,148.28,86.5,61.11
18,148.88,86.13,60.01
16,149.08,86.49,59.97
17,148.8,86.32,60.52
16,148.88,86.39,60.51
16,148.88,86.7,60.51
17,148.63,86.32,60.52
16,148.88,86.7,60.85
16,148.69,86.8,61.11
17,148.63,86.32,60.86
17,148.71,86.49,60.8
17,148.54,86.6,61.11
23,147.77,86.99,58.65
22,148.63,86.83,58.84
24,148.3,87.22,58.65
18,148,86.12,61
17,148.35,86.31,60.86
17,147.53,86.13,61.38
17,147.92,86.32,61.21
