ppm HF Concentration mole,X (m),Y (m),Z (m)
9559,171.81,65.83,34.77
777166,171.82,65.83,34.76
777913,171.82,65.83,34.76
844683,171.82,65.83,34.76
843629,171.82,65.83,34.76
778736,171.82,65.83,34.76
850447,171.82,65.83,34.76
784723,171.82,65.83,34.76
872305,171.82,65.83,34.76
780601,171.82,65.83,34.76
779250,171.82,65.83,34.76
844744,171.82,65.83,34.76
843982,171.82,65.83,34.76
780852,171.82,65.83,34.76
781193,171.82,65.83,34.76
845395,171.82,65.83,34.76
845284,171.82,65.83,34.76
845090,171.82,65.83,34.76
594820,171.81,65.83,34.73
615024,171.81,65.83,34.73
630620,171.81,65.83,34.73
705682,171.81,65.83,34.73
679809,171.81,65.83,34.73
688951,171.81,65.83,34.74
677904,171.82,65.83,34.73
670335,171.82,65.83,34.73
633028,171.82,65.83,34.74
604619,171.82,65.83,34.74
577430,171.82,65.83,34.74
489759,171.82,65.83,34.74
15250,171.81,65.83,34.77
465635,171.82,65.83,34.76
455935,171.82,65.83,34.76
717228,171.82,65.83,34.76
670961,171.82,65.83,34.76
711349,171.82,65.83,34.76
663859,171.82,65.83,34.76
638414,171.82,65.83,34.76
452266,171.82,65.83,34.76
452224,171.82,65.83,34.76
709854,171.82,65.83,34.76
661955,171.82,65.83,34.76
710488,171.82,65.83,34.76
662562,171.82,65.83,34.76
633165,171.82,65.83,34.76
631086,171.82,65.83,34.76
730337,171.82,65.83,34.76
685791,171.82,65.83,34.76
647529,171.82,65.83,34.76
933764,171.82,65.83,34.76
644413,171.82,65.83,34.76
935415,171.82,65.83,34.76
625652,171.82,65.83,34.76
888387,171.82,65.83,34.76
905998,171.82,65.83,34.76
938139,171.82,65.83,34.76
616387,171.82,65.83,34.76
941321,171.82,65.83,34.76
612712,171.82,65.83,34.76
914614,171.82,65.83,34.76
920034,171.82,65.83,34.76
778920,171.82,65.83,34.76
454979,171.82,65.83,34.76
711047,171.82,65.83,34.76
662523,171.82,65.83,34.76
453355,171.82,65.83,34.76
454531,171.82,65.83,34.76
711844,171.82,65.83,34.76
663969,171.82,65.83,34.76
712825,171.82,65.83,34.76
665040,171.82,65.83,34.76
630757,171.82,65.83,34.76
630736,171.82,65.83,34.76
455490,171.82,65.83,34.76
455263,171.82,65.83,34.76
711872,171.82,65.83,34.76
663445,171.82,65.83,34.76
712724,171.82,65.83,34.76
664257,171.82,65.83,34.76
629151,171.82,65.83,34.76
629656,171.82,65.83,34.76
944001,171.82,65.83,34.76
945996,171.82,65.83,34.76
611122,171.82,65.83,34.76
609964,171.82,65.83,34.76
923625,171.82,65.83,34.76
925129,171.82,65.83,34.76
947400,171.82,65.83,34.76
608787,171.82,65.83,34.76
923345,171.82,65.83,34.76
948261,171.82,65.83,34.76
607097,171.82,65.83,34.76
913540,171.82,65.83,34.76
570881,171.83,65.83,34.74
490171,171.82,65.83,34.74
530385,171.83,65.83,34.74
443577,171.83,65.83,34.74
521229,171.83,65.83,34.74
410860,171.83,65.83,34.74
525636,171.83,65.83,34.74
6314,171.81,65.83,34.77
3878,171.81,65.83,34.78
3130,171.81,65.83,34.78
9404,171.81,65.83,34.77
25235,171.81,65.83,34.77
6186,171.81,65.83,34.77
3644,171.8,65.83,34.77
3776,171.8,65.83,34.77
8464,171.8,65.83,34.77
257704,171.82,65.83,34.76
257916,171.82,65.83,34.76
510353,171.82,65.83,34.76
509148,171.82,65.83,34.76
574467,171.82,65.83,34.76
572278,171.82,65.83,34.76
259364,171.82,65.83,34.76
515867,171.82,65.83,34.76
581334,171.82,65.83,34.76
528749,171.82,65.83,34.76
795497,171.82,65.83,34.76
483239,171.82,65.83,34.76
265040,171.82,65.83,34.76
936309,171.82,65.83,34.76
940411,171.82,65.83,34.76
597075,171.82,65.83,34.76
260042,171.82,65.83,34.76
510830,171.82,65.83,34.76
258879,171.82,65.83,34.76
509610,171.82,65.83,34.76
573012,171.82,65.83,34.76
571905,171.82,65.83,34.76
512145,171.82,65.83,34.76
262523,171.82,65.83,34.76
261634,171.82,65.83,34.76
511583,171.82,65.83,34.76
572079,171.82,65.83,34.76
572218,171.82,65.83,34.76
571669,171.82,65.83,34.76
511098,171.82,65.83,34.76
262606,171.82,65.83,34.76
570826,171.82,65.83,34.76
840341,171.82,65.83,34.76
588737,171.82,65.83,34.74
664940,171.81,65.83,34.73
595310,171.81,65.83,34.73
638868,171.82,65.83,34.73
519455,171.81,65.83,34.73
426968,171.81,65.83,34.73
518709,171.82,65.83,34.73
415081,171.82,65.83,34.73
315359,171.81,65.83,34.73
312321,171.81,65.83,34.73
480841,171.81,65.83,34.73
569072,171.81,65.83,34.73
505720,171.81,65.83,34.73
601646,171.81,65.83,34.73
501529,171.81,65.83,34.73
399587,171.81,65.83,34.73
390425,171.81,65.83,34.73
383836,171.81,65.83,34.73
828869,171.81,65.83,34.74
880059,171.81,65.83,34.74
832930,171.81,65.83,34.74
876540,171.81,65.83,34.74
673281,171.8,65.83,34.74
621656,171.81,65.83,34.73
399673,171.81,65.83,34.73
549958,171.81,65.83,34.73
492720,171.81,65.83,34.73
484743,171.81,65.83,34.73
771291,171.81,65.83,34.74
836899,171.81,65.83,34.74
659372,171.81,65.83,34.74
616017,171.81,65.83,34.73
738780,171.81,65.83,34.74
735574,171.81,65.83,34.74
574454,171.81,65.83,34.73
3603,171.8,65.83,34.77
551902,171.8,65.83,34.74
836875,171.81,65.83,34.74
652850,171.8,65.83,34.74
589744,171.8,65.83,34.74
575926,171.8,65.83,34.74
653292,171.8,65.83,34.74
377993,171.82,65.83,34.73
318631,171.82,65.83,34.73
482212,171.82,65.83,34.73
405953,171.82,65.83,34.73
336406,171.82,65.83,34.73
826495,171.82,65.83,34.74
761681,171.82,65.83,34.74
620572,171.82,65.83,34.73
832670,171.82,65.83,34.74
723669,171.82,65.83,34.74
520145,171.82,65.83,34.73
713734,171.82,65.83,34.74
565156,171.82,65.83,34.74
591507,171.82,65.83,34.74
451532,171.82,65.83,34.74
552389,171.82,65.83,34.74
436944,171.82,65.83,34.73
368061,171.82,65.83,34.74
349590,171.82,65.83,34.74
266501,171.82,65.83,34.73
2426,171.81,65.83,34.78
2670,171.81,65.83,34.78
2947,171.81,65.83,34.78
22532,171.81,65.83,34.77
155774,171.81,65.83,34.77
5371,171.81,65.83,34.78
7727,171.81,65.83,34.78
7665,171.81,65.83,34.78
26201,171.81,65.83,34.77
40696,171.81,65.83,34.77
58724,171.82,65.83,34.77
30859,171.83,65.83,34.77
7097,171.83,65.83,34.77
52297,171.83,65.83,34.77
47653,171.83,65.83,34.77
42242,171.83,65.83,34.77
6963,171.81,65.83,34.78
31810,171.81,65.83,34.77
5776,171.82,65.83,34.78
24068,171.82,65.83,34.77
25040,171.82,65.83,34.77
19088,171.82,65.83,34.77
4577,171.82,65.83,34.77
13471,171.82,65.83,34.77
7999,171.82,65.83,34.77
28117,171.82,65.83,34.77
2688,171.82,65.83,34.77
