ppm HF Concentration mole,X (m),Y (m),Z (m)
4,179.57,75.84,35.16
3,180.01,75.87,35.53
2,180.08,75.89,35.57
4,179.58,75.89,35.27
2,180.01,75.88,36.28
3,179.9,75.96,35.59
2,179.33,75.91,35.61
2,180.39,76.09,35.03
3,179.98,76.01,35.63
2,180.01,76.09,34.93
3,179.59,75.97,35.65
2,179.9,75.97,36.27
2,179.33,75.9,36.27
2,180.4,76.29,35.14
2,179.98,76.02,36.27
2,179.46,76.28,35.64
3,179.79,76.21,35.65
2,179.58,75.92,36.8
2,179.59,75.97,36.27
2,179.46,76.28,36.27
2,179.78,76.22,36.27
2,180.04,76.52,35.64
2,180.04,76.53,36.27
2,180.52,76.92,35.65
2,180.12,77.39,36.27
2,180.52,76.92,36.27
2,180.6,77.8,36.27
4185,171.81,65.83,34.73
855,171.81,65.83,34.73
8303,171.81,65.83,34.73
19757,171.81,65.83,34.73
860622,171.82,65.83,34.76
860880,171.82,65.83,34.76
860822,171.82,65.83,34.76
861867,171.82,65.83,34.76
861299,171.82,65.83,34.76
862958,171.82,65.83,34.76
862327,171.82,65.83,34.76
806020,171.82,65.83,34.76
806233,171.82,65.83,34.76
806573,171.82,65.83,34.76
861413,171.82,65.83,34.76
805379,171.82,65.83,34.76
863516,171.82,65.83,34.76
807076,171.82,65.83,34.76
807672,171.82,65.83,34.76
809081,171.82,65.83,34.76
808318,171.82,65.83,34.76
128,171.81,65.83,34.73
200336,171.81,65.83,34.74
24,171.8,65.83,34.74
580,171.81,65.83,34.73
354350,171.81,65.83,34.74
2048,171.81,65.83,34.73
83991,171.81,65.83,34.74
277,171.81,65.83,34.73
971,171.81,65.83,34.73
3498,171.81,65.83,34.73
52,171.81,65.83,34.73
238,171.81,65.83,34.73
110013,171.81,65.83,34.74
15903,171.81,65.83,34.73
30896,171.81,65.83,34.73
22135,171.81,65.83,34.73
3926,171.81,65.83,34.73
505,171.81,65.83,34.73
105,171.81,65.83,34.73
232315,171.81,65.83,34.73
46724,171.81,65.83,34.73
19923,171.81,65.83,34.73
2291,171.81,65.83,34.73
64519,171.81,65.83,34.73
15447,171.81,65.83,34.73
127834,171.82,65.83,34.73
37745,171.82,65.83,34.73
311468,171.82,65.83,34.73
389407,171.82,65.83,34.73
475073,171.82,65.83,34.73
540273,171.82,65.83,34.74
486117,171.82,65.83,34.74
444783,171.82,65.83,34.74
380702,171.82,65.83,34.74
342,171.81,65.83,34.73
720361,171.81,65.83,34.74
524483,171.81,65.83,34.74
641460,171.81,65.83,34.74
681682,171.81,65.83,34.74
460409,171.81,65.83,34.74
4816,171.81,65.83,34.77
593510,171.82,65.83,34.76
594124,171.82,65.83,34.76
652854,171.82,65.83,34.76
653715,171.82,65.83,34.76
593233,171.82,65.83,34.76
653658,171.82,65.83,34.76
596305,171.82,65.83,34.76
595047,171.82,65.83,34.76
656051,171.82,65.83,34.76
654653,171.82,65.83,34.76
598874,171.82,65.83,34.76
597444,171.82,65.83,34.76
658554,171.82,65.83,34.76
656955,171.82,65.83,34.76
659800,171.82,65.83,34.76
363578,171.82,65.83,34.76
364515,171.82,65.83,34.76
365675,171.82,65.83,34.76
541485,171.82,65.83,34.76
542077,171.82,65.83,34.76
751177,171.82,65.83,34.76
704938,171.82,65.83,34.76
751499,171.82,65.83,34.76
705240,171.82,65.83,34.76
678265,171.82,65.83,34.76
542667,171.82,65.83,34.76
543377,171.82,65.83,34.76
751819,171.82,65.83,34.76
705583,171.82,65.83,34.76
752203,171.82,65.83,34.76
705984,171.82,65.83,34.76
678581,171.82,65.83,34.76
679040,171.82,65.83,34.76
592144,171.82,65.83,34.76
858956,171.82,65.83,34.76
657572,171.82,65.83,34.76
362526,171.82,65.83,34.76
857537,171.82,65.83,34.76
802769,171.82,65.83,34.76
541419,171.82,65.83,34.76
751084,171.82,65.83,34.76
704723,171.82,65.83,34.76
678219,171.82,65.83,34.76
870702,171.82,65.83,34.76
652384,171.82,65.83,34.76
870723,171.82,65.83,34.76
652331,171.82,65.83,34.76
818081,171.82,65.83,34.76
817180,171.82,65.83,34.76
870881,171.82,65.83,34.76
652652,171.82,65.83,34.76
871046,171.82,65.83,34.76
653071,171.82,65.83,34.76
817275,171.82,65.83,34.76
817527,171.82,65.83,34.76
600005,171.82,65.83,34.76
662785,171.82,65.83,34.76
864566,171.82,65.83,34.76
374168,171.82,65.83,34.76
809804,171.82,65.83,34.76
549938,171.82,65.83,34.76
756077,171.82,65.83,34.76
709985,171.82,65.83,34.76
367062,171.82,65.83,34.76
368628,171.82,65.83,34.76
372049,171.82,65.83,34.76
370241,171.82,65.83,34.76
544299,171.82,65.83,34.76
545403,171.82,65.83,34.76
752704,171.82,65.83,34.76
706474,171.82,65.83,34.76
753294,171.82,65.83,34.76
707017,171.82,65.83,34.76
679583,171.82,65.83,34.76
680167,171.82,65.83,34.76
548040,171.82,65.83,34.76
546598,171.82,65.83,34.76
754812,171.82,65.83,34.76
708614,171.82,65.83,34.76
753974,171.82,65.83,34.76
707676,171.82,65.83,34.76
681958,171.82,65.83,34.76
680889,171.82,65.83,34.76
871240,171.82,65.83,34.76
871480,171.82,65.83,34.76
653587,171.82,65.83,34.76
654175,171.82,65.83,34.76
817763,171.82,65.83,34.76
818157,171.82,65.83,34.76
871806,171.82,65.83,34.76
654953,171.82,65.83,34.76
818616,171.82,65.83,34.76
872269,171.82,65.83,34.76
656021,171.82,65.83,34.76
819565,171.82,65.83,34.76
530614,171.82,65.83,34.74
580649,171.83,65.83,34.74
413067,171.82,65.83,34.74
545188,171.83,65.83,34.74
425573,171.83,65.83,34.74
559856,171.83,65.83,34.74
532025,171.83,65.83,34.74
622301,171.83,65.83,34.74
674578,171.81,65.83,34.74
735581,171.81,65.83,34.74
661915,171.81,65.83,34.74
725564,171.81,65.83,34.74
24,171.81,65.83,34.73
214,171.81,65.83,34.73
2,171.81,65.83,34.73
448,171.8,65.83,34.74
38417,171.8,65.83,34.74
144060,171.8,65.83,34.74
916,171.8,65.83,34.74
30553,171.8,65.83,34.74
1124,171.8,65.83,34.76
18727,171.8,65.83,34.74
