ppm HF Concentration mole,X (m),Y (m),Z (m)
2,66.53,72.73,40.46
2,66.78,72.21,40.46
2,66.38,71.81,40.57
2,66.48,71.8,40.46
2,67.23,71.73,40.46
2,66.38,71.32,40.57
2,66.38,70.97,40.53
2,66.7,71.32,40.46
2,66.45,70.9,40.46
2,66.64,70.91,40.66
2,67.1,70.39,40.46
2,66.58,69.53,40.46
2,66.38,69.4,40.53
2,66.38,69.56,41
2,67.22,70.39,40.66
2,66.75,69.54,40.66
2,67.96,69.46,40.46
2,66.91,69.08,40.46
2,66.54,68.66,40.46
2,66.58,69.41,40.72
2,66.38,68.67,40.57
2,66.38,68.66,41.05
2,66.89,69.49,40.85
2,67.06,69.08,40.66
2,66.72,68.67,40.65
2,67.38,68.62,40.46
2,66.85,68.21,40.46
2,71.73,65.69,40.37
2,66.37,67.77,40.58
2,66.57,68.68,40.75
2,66.52,67.79,40.45
2,66.57,68.68,41.18
2,66.37,67.77,41.06
2,66.37,67.74,41.74
2,67.15,69.09,40.87
2,66.83,68.67,40.86
2,67.49,68.61,40.66
2,67,68.21,40.65
2,67.8,67.77,40.45
2,71.3,65.91,40.35
3,71.71,65.41,40.67
3,71.26,65.5,40.37
2,70.84,65.74,40.36
2,70.4,65.9,40.52
2,69.94,65.81,40.35
2,66.83,68.68,41.27
2,66.36,67.1,41.18
2,66.72,67.35,40.44
2,66.68,67.8,40.62
2,66.54,67.8,40.74
2,66.55,67.8,41.19
2,67.55,68.61,40.87
2,67.08,68.2,40.86
2,68.66,66.89,40.45
2,67.88,67.73,40.64
2,67.02,66.85,40.44
2,66.38,66.91,41.59
5,71.65,64.82,40.39
2,71.31,65.74,40.68
2,71.73,65.63,40.79
3,71.26,65.3,40.69
3,70.82,65.48,40.63
4,71.23,65.21,40.37
2,70.36,65.48,40.36
2,70.41,65.78,40.7
2,69.95,65.89,40.5
2,69.1,66.05,40.34
2,69.04,66.19,40.44
2,69.94,65.56,40.6
3,69.47,65.54,40.38
2,67.09,68.21,41.27
2,66.85,67.36,40.6
2,66.51,67.15,41.3
2,66.77,67.79,40.84
2,66.78,67.8,41.27
2,66.38,66.55,41.4
2,67.91,67.66,40.85
2,68.71,66.82,40.61
2,67.7,66.4,40.45
3,67.6,66.09,40.35
2,67.09,66.76,40.59
2,66.52,66.99,41.68
2,66.41,66.51,40.68
2,57.56,66.03,40.47
2,58.49,66.03,40.48
2,66.4,66.18,41.7
2,63.33,66.03,40.5
2,62.43,66.03,40.49
2,61.05,66.03,40.48
4,71.65,64.71,40.87
8,71.58,64.03,40.45
5,71.17,64.42,40.42
2,70.84,65.69,40.78
3,71.27,65.38,40.83
3,71.24,65.08,40.75
3,70.36,65.25,40.69
4,70.76,64.95,40.38
3,69.9,65.24,40.36
3,68.62,66.04,40.31
2,69.96,65.74,40.79
3,69.11,65.8,40.38
