ppm NH3 Concentration mole,X (m),Y (m),Z (m)
432842,-99.57,68.66,40.29
524524,-99.57,68.67,40.29
477214,-99.56,68.66,40.28
288760,-99.56,68.66,40.28
456669,-99.56,68.66,40.28
414591,-99.57,68.66,40.29
249164,-99.57,68.66,40.29
396081,-99.57,68.66,40.29
143614,-99.57,68.66,40.29
136670,-99.57,68.67,40.29
124078,-99.57,68.66,40.29
657783,-99.57,68.67,40.3
510783,-99.58,68.67,40.3
513601,-99.58,68.67,40.3
503781,-99.57,68.67,40.3
427616,-99.58,68.67,40.3
203758,-99.57,68.67,40.29
309947,-99.57,68.67,40.29
571051,-99.58,68.67,40.32
729760,-99.57,68.67,40.32
644241,-99.57,68.67,40.32
586928,-99.58,68.67,40.32
501805,-99.57,68.67,40.33
579091,-99.57,68.67,40.32
525059,-99.58,68.67,40.3
594396,-99.58,68.67,40.31
552502,-99.58,68.67,40.31
641766,-99.58,68.67,40.31
618326,-99.58,68.67,40.31
118188,-99.57,68.67,40.29
106387,-99.57,68.67,40.29
262839,-99.54,68.64,40.3
352921,-99.54,68.64,40.3
152207,-99.54,68.64,40.29
162375,-99.54,68.64,40.29
181005,-99.54,68.64,40.29
214758,-99.54,68.65,40.29
274297,-99.54,68.65,40.29
453996,-99.55,68.65,40.29
126823,-99.54,68.64,40.29
139744,-99.54,68.64,40.29
106041,-99.54,68.64,40.28
120069,-99.54,68.64,40.28
106366,-99.54,68.64,40.28
150520,-99.54,68.64,40.29
161413,-99.54,68.65,40.29
131400,-99.54,68.64,40.28
140594,-99.54,68.64,40.28
123259,-99.54,68.64,40.28
175938,-99.55,68.65,40.29
223678,-99.55,68.65,40.28
148769,-99.55,68.65,40.28
158468,-99.55,68.65,40.28
113142,-99.54,68.64,40.28
482009,-99.54,68.64,40.32
405973,-99.54,68.64,40.32
471548,-99.54,68.64,40.32
636433,-99.57,68.67,40.33
582026,-99.57,68.67,40.33
731356,-99.57,68.67,40.33
893729,-99.57,68.66,40.3
886420,-99.57,68.66,40.3
579228,-99.57,68.66,40.29
874857,-99.57,68.66,40.3
865746,-99.57,68.66,40.3
450153,-99.57,68.67,40.29
520335,-99.57,68.66,40.29
234349,-99.57,68.66,40.29
167994,-99.57,68.67,40.29
755316,-99.57,68.66,40.29
261733,-99.57,68.67,40.29
315144,-99.55,68.65,40.28
381594,-99.55,68.65,40.28
181306,-99.55,68.65,40.28
247938,-99.55,68.65,40.28
501186,-99.56,68.66,40.28
351343,-99.55,68.65,40.28
221714,-99.56,68.66,40.28
108418,-99.56,68.66,40.28
94946,-99.57,68.66,40.28
535690,-99.56,68.66,40.29
163751,-99.56,68.66,40.28
260456,-99.56,68.66,40.28
125280,-99.56,68.66,40.28
819247,-99.56,68.66,40.29
266026,-99.56,68.66,40.28
579080,-99.56,68.66,40.29
501126,-99.56,68.66,40.29
241787,-99.56,68.66,40.28
147767,-99.56,68.66,40.28
120419,-99.56,68.66,40.28
160234,-99.56,68.66,40.28
452326,-99.57,68.66,40.29
157984,-99.57,68.66,40.28
239523,-99.57,68.66,40.29
134257,-99.57,68.66,40.29
233597,-99.57,68.66,40.29
415815,-99.57,68.66,40.29
107411,-99.57,68.66,40.28
123300,-99.57,68.66,40.28
116872,-99.57,68.66,40.28
170223,-99.57,68.66,40.29
121296,-99.57,68.67,40.29
165357,-99.57,68.66,40.29
110914,-99.57,68.67,40.29
163725,-99.57,68.66,40.29
113542,-99.57,68.66,40.28
319867,-99.53,68.64,40.32
651519,-99.58,68.67,40.3
705293,-99.58,68.67,40.31
731811,-99.57,68.67,40.3
674187,-99.57,68.67,40.3
367590,-99.58,68.67,40.3
592027,-99.58,68.67,40.3
279938,-99.58,68.67,40.3
517582,-99.58,68.67,40.3
167276,-99.58,68.67,40.3
330107,-99.57,68.67,40.3
545257,-99.57,68.67,40.3
198626,-99.58,68.67,40.3
380086,-99.58,68.67,40.3
131732,-99.57,68.67,40.29
151096,-99.57,68.67,40.29
207600,-99.57,68.67,40.29
123420,-99.58,68.67,40.29
138247,-99.58,68.67,40.29
159712,-99.58,68.67,40.3
157502,-99.58,68.67,40.3
729266,-99.58,68.67,40.31
715691,-99.58,68.67,40.31
427595,-99.58,68.67,40.32
637164,-99.58,68.67,40.32
670925,-99.58,68.67,40.31
742406,-99.57,68.67,40.32
666792,-99.57,68.67,40.32
296168,-99.58,68.67,40.32
335704,-99.58,68.67,40.32
610299,-99.58,68.67,40.32
327683,-99.57,68.67,40.33
409981,-99.57,68.67,40.33
421171,-99.57,68.67,40.32
555027,-99.57,68.67,40.32
242083,-99.58,68.67,40.33
256875,-99.58,68.67,40.32
229909,-99.58,68.67,40.32
243361,-99.58,68.67,40.32
225767,-99.58,68.67,40.3
251648,-99.58,68.67,40.31
195414,-99.58,68.67,40.3
264897,-99.58,68.67,40.32
279166,-99.58,68.67,40.31
270476,-99.58,68.67,40.31
281727,-99.58,68.67,40.31
106024,-99.58,68.67,40.29
153501,-99.58,68.66,40.29
102534,-99.58,68.67,40.29
94006,-99.58,68.67,40.29
141696,-99.58,68.66,40.29
98481,-99.58,68.67,40.29
97767,-99.58,68.67,40.29
430189,-99.54,68.64,40.33
359623,-99.54,68.64,40.33
604313,-99.54,68.65,40.33
406776,-99.54,68.65,40.33
689312,-99.54,68.65,40.33
511596,-99.54,68.65,40.33
661695,-99.55,68.65,40.33
264431,-99.55,68.65,40.34
316729,-99.56,68.65,40.34
735355,-99.56,68.66,40.34
691180,-99.56,68.66,40.33
507599,-99.56,68.66,40.34
594908,-99.56,68.66,40.33
674438,-99.57,68.66,40.33
564241,-99.57,68.66,40.33
650588,-99.57,68.66,40.33
527253,-99.57,68.66,40.33
265758,-99.57,68.66,40.33
344877,-99.57,68.66,40.33
496413,-99.57,68.66,40.33
331043,-99.57,68.66,40.33
441488,-99.57,68.67,40.33
480707,-99.56,68.66,40.34
371628,-99.53,68.64,40.31
318907,-99.53,68.64,40.3
276802,-99.53,68.64,40.3
223149,-99.53,68.64,40.3
270025,-99.54,68.64,40.3
571530,-99.54,68.64,40.3
460337,-99.54,68.64,40.3
355952,-99.54,68.64,40.3
168800,-99.53,68.64,40.3
194387,-99.54,68.64,40.3
153232,-99.53,68.64,40.29
175402,-99.54,68.64,40.29
222944,-99.54,68.64,40.3
285528,-99.54,68.64,40.3
614400,-99.54,68.64,40.3
313198,-99.54,68.64,40.29
212015,-99.54,68.64,40.29
140227,-99.53,68.64,40.29
157770,-99.54,68.64,40.29
133868,-99.53,68.64,40.29
145709,-99.54,68.64,40.29
230983,-99.54,68.64,40.29
179811,-99.54,68.64,40.29
141276,-99.54,68.64,40.29
140611,-99.54,68.64,40.29
161718,-99.54,68.64,40.29
150379,-99.54,68.64,40.29
188100,-99.54,68.64,40.29
425388,-99.54,68.64,40.29
393175,-99.54,68.64,40.29
173655,-99.54,68.64,40.29
271243,-99.54,68.64,40.29
538563,-99.54,68.64,40.29
217928,-99.54,68.64,40.29
446256,-99.54,68.65,40.29
327853,-99.54,68.65,40.29
554021,-99.54,68.65,40.29
