ppm HF Concentration mole,X (m),Y (m),Z (m)
73,149.08,86.52,61.64
72,149,86.52,61.73
72,148.86,86.79,61.73
72,149.08,86.78,61.67
73,149.08,86.2,61.64
72,149.02,86.17,61.73
72,148.82,86.3,61.73
72,148.58,86.56,61.73
72,148.62,87.07,61.73
71,148.34,86.84,61.73
73,148.99,86.13,61.64
72,148.8,86.13,61.63
72,149.07,87.64,61.43
72,148.83,87.55,61.73
71,148.09,87.14,61.73
71,148.37,87.36,61.73
69,140.64,88.29,61.73
73,149.08,86.54,61.33
72,148.88,86.68,61.46
72,148.81,86.68,61.53
72,149.01,87.01,61.73
72,148.68,86.94,61.53
72,148.88,86.92,61.48
72,149.08,87.01,61.42
73,149.08,86.2,61.34
72,148.88,86.39,61.46
72,148.83,86.37,61.53
72,148.65,86.49,61.53
72,148.53,86.19,61.73
71,148.43,86.73,61.53
71,148.3,86.34,61.73
71,148.28,86.13,61.67
71,148.47,87.19,61.53
71,147.79,86.39,61.73
71,147.55,86.68,61.73
71,148.06,86.62,61.73
71,148.21,86.98,61.53
71,147.81,86.92,61.73
72,148.8,86.32,61.46
72,148.64,86.32,61.46
73,148.98,86.13,61.34
72,148.5,86.13,61.63
73,148.79,86.13,61.33
58,145.32,86.12,58.72
60,145.38,86.44,58.64
72,149.07,87.65,60.72
75,147.82,87.75,58.65
64,144.84,86.13,59.15
60,144.83,86.23,58.65
65,140.67,86.18,58.65
65,140.51,86.32,59.11
65,140.57,86.31,58.65
65,140.67,86.13,59.13
66,140.51,87.34,59.12
65,140.6,87.33,58.65
62,143.95,86.26,58.65
66,143.93,86.13,59.14
65,140.88,87.79,58.65
67,142.18,86.13,59.12
64,142.19,86.31,58.65
69,140.51,88.34,61.44
72,148.88,87.72,61.28
72,149.07,88.52,61.42
70,144.93,86.13,61.43
70,145.42,86.13,61.43
68,140.51,87.34,61.44
69,143.99,86.13,61.43
68,142.13,86.13,61.43
68,140.51,87.79,61.44
69,140.51,88.75,61.54
71,148.66,87.64,61.53
71,147.99,87.24,61.53
71,148.25,87.45,61.53
69,140.82,88.35,61.53
71,148.48,88.09,61.73
71,148.88,88.53,61.73
71,147.34,87.22,61.73
71,147.88,87.66,61.73
70,144.96,86.22,61.73
70,145.45,86.42,61.73
69,140.6,87.33,61.73
69,144.04,86.25,61.73
68,142.16,86.31,61.73
69,140.88,87.79,61.73
69,140.97,88.72,61.73
69,140.67,89.22,61.73
59,143.08,85.84,60.03
68,143.92,85.84,60.03
60,145.1,86.51,58.65
63,145.27,86.12,59.22
70,145.83,86.13,61.44
70,145.88,86.19,61.73
73,149.08,86.55,60.92
72,148.69,86.79,61.34
72,148.88,86.69,61.2
72,148.82,87.14,61.53
71,148.56,87.03,61.34
72,148.88,87.12,61.28
73,149.07,87.03,60.72
73,149.08,86.2,60.95
72,148.71,86.49,61.34
72,148.88,86.39,61.2
72,148.54,86.6,61.34
72,148.38,86.38,61.53
71,147.03,86.24,61.73
71,146.85,86.76,61.73
71,147.31,86.42,61.73
71,147.54,86.22,61.73
71,148.34,86.83,61.34
71,148.18,86.52,61.53
71,148.03,86.2,61.73
71,148.16,86.32,61.48
71,147.01,86.13,61.65
71,147.54,86.13,61.65
71,148.02,86.13,61.64
71,148.37,87.27,61.34
71,147.71,86.56,61.53
71,147.49,86.82,61.53
71,147.96,86.77,61.53
71,148.13,87.07,61.34
71,147.74,87.03,61.53
75,149,87.09,58.65
76,147.3,87.34,58.65
75,148.3,87.22,58.65
72,148.8,86.32,61.21
72,148.36,86.32,61.45
72,148.63,86.32,61.2
73,148.98,86.13,60.94
72,148.48,86.13,61.33
73,148.79,86.13,60.94
59,145.42,86.3,58.88
58,145.68,86.11,58.76
61,145.47,86.58,58.83
58,145.68,86.21,58.63
64,145.81,86.78,58.64
75,148.8,87.6,58.65
74,149.07,87.07,59.12
73,149.07,87.67,59.97
66,140.64,88.32,58.65
66,140.51,87.79,59.11
74,148.44,88.13,58.65
67,140.98,88.72,58.65
72,148.88,87.72,60.68
72,149.07,88.52,60.73
73,147.78,87.76,58.85
74,147.39,88.24,58.65
76,146.88,87.84,58.65
79,146.37,87.42,58.65
71,144.88,86.13,60.02
70,144.9,86.13,60.76
72,145.33,86.13,60.05
70,145.37,86.13,60.77
63,144.96,86.98,58.65
65,144.44,86.13,59.14
64,144.91,86.32,59.26
62,144.92,86.41,58.84
61,144.46,86.51,58.65
65,140.79,86.8,58.65
66,140.51,86.79,59.11
64,141.18,86.35,58.65
67,140.51,86.32,60.37
65,140.86,86.37,58.84
66,140.7,86.5,59.25
65,140.76,86.49,58.84
66,140.85,86.32,59.26
66,141.28,86.13,59.13
67,140.68,86.13,60.37
67,140.51,87.33,59.97
67,140.7,87.44,59.25
66,140.79,87.43,58.84
68,140.51,87.33,60.76
62,143.6,86.61,58.65
70,143.95,86.13,59.98
63,144.01,86.44,58.84
69,143.96,86.13,60.75
68,142.18,86.13,60.37
67,143.98,86.32,59.26
68,143.11,86.13,59.11
63,143.12,86.29,58.65
67,140.51,87.78,59.98
66,141.42,88.24,58.65
66,141.03,87.86,58.84
65,141.31,87.27,58.65
68,140.51,87.78,60.76
63,142.7,86.66,58.65
64,141.74,86.7,58.65
65,142.28,86.49,58.84
68,142.26,86.32,59.25
63,143.21,87.14,58.65
68,141.96,88.66,58.65
67,140.51,88.36,59.97
69,140.7,88.39,61.28
68,140.51,88.36,60.76
71,149.07,89.4,61.43
71,148.55,87.69,61.19
71,148.88,88.56,61.27
71,147.93,87.31,61.34
71,148.17,87.51,61.34
70,144.52,86.13,61.43
70,144.95,86.32,61.28
70,145.43,86.32,61.28
68,140.51,86.6,61.45
68,141.08,86.13,61.42
69,140.7,87.44,61.28
69,143.14,86.13,61.45
70,144.02,86.32,61.28
69,142.21,86.32,61.28
69,140.7,87.87,61.28
69,140.93,88.4,61.18
69,140.7,88.79,61.37
69,140.51,89.23,61.44
71,148.34,88.14,61.53
71,148.7,88.58,61.53
