ppm HF Concentration mole,X (m),Y (m),Z (m)
2,147.31,85.14,38.96
2,147.27,85.16,38.99
2,147.31,85.05,38.97
2,147.21,85.06,38.99
2,147.1,84.99,38.99
2,147.22,84.85,38.99
2,147,84.91,38.99
2,147.1,84.75,38.98
2,146.96,85.06,39
2,146.96,85.13,39.07
2,146.96,84.78,38.98
2,146.94,84.95,39.01
2,146.95,84.96,39.07
2,146.95,85.06,39.01
2,148.97,85.12,40.81
2,146.94,84.77,39.01
2,146.94,84.77,39.07
2,148.64,85.04,40.5
2,148.85,84.97,40.8
2,148.59,84.89,40.7
2,148.59,84.59,40.8
2,148.83,85.12,40.86
2,148.73,85.13,40.72
2,149,85.11,41.08
2,148.72,84.95,40.85
2,148.65,85,40.71
2,148.84,84.93,41.07
2,148.92,84.81,41.14
2,148.34,84.39,40.8
2,148.82,84.12,41.35
2,148.74,84.3,41.18
2,148.78,84.71,41.09
3,148.67,84.8,41.2
2,148.39,84.82,40.8
2,148.59,84.59,41.11
3,148.61,84.86,41.19
2,148.64,85.14,40.87
3,148.79,85.12,41.19
2,148.94,85.11,41.19
2,148.55,85,40.85
3,148.68,84.97,41.17
3,148.79,84.94,41.18
3,148.9,84.79,41.46
2,148.93,84.43,41.48
2,148.72,83.91,41.42
2,148.54,84.15,41.11
2,148.31,83.95,41.11
2,148.1,84.19,41.11
2,148.34,84.39,41.11
2,148.14,84.63,40.8
2,148.74,84.35,41.42
3,148.72,84.73,41.43
3,148.59,84.59,41.42
2,148.39,84.81,41.11
3,148.59,84.85,41.35
3,148.78,85.12,41.42
2,148.96,85.11,41.46
2,146.26,83.44,39.08
3,148.66,84.96,41.39
3,148.8,84.93,41.45
2,148.89,84.53,41.92
2,147.86,83.99,41.11
2,148.55,84.15,41.43
2,148.31,83.95,41.43
3,148.1,84.19,41.43
2,147.9,84.43,41.11
3,148.34,84.39,41.43
2,148.14,84.64,41.12
3,148.63,84.53,41.89
3,148.39,84.78,41.41
2,148.5,85.13,41.53
3,148.94,85.1,41.91
2,146.51,83.2,39.03
11,146,83.28,39.08
4,146.95,82.66,39.17
2,148.41,84.96,41.48
4,148.78,84.91,41.9
2,148.88,84.53,42.52
3,148.62,84.53,42.52
2,148.07,83.75,41.43
2,147.86,83.99,41.43
2,147.63,83.79,41.43
3,148.33,84.17,41.89
2,147.9,84.43,41.43
